acc_X,acc_Y,acc_Z,gyro_X,gyro_Y,gyro_Z
1390,1969,4409,-260,-1226,-140
1496,1856,4369,-336,-1246,-170
1654,1975,4678,-372,-1273,-203
1760,1998,5005,-413,-1242,-252
1812,1975,5117,-457,-1161,-295
1806,2069,5061,-485,-1072,-336
1710,2048,4932,-534,-997,-399
1671,1813,4900,-574,-957,-470
1683,1567,4914,-552,-935,-533
1781,1570,5056,-532,-912,-577
1866,1523,5065,-512,-852,-636
1951,1614,4925,-456,-841,-674
2150,1936,5100,-457,-862,-717
2359,1938,5359,-528,-864,-795
2454,1457,5642,-634,-801,-864
2414,1041,5577,-680,-680,-866
2403,1057,5400,-675,-567,-842
2427,1000,5333,-687,-481,-847
2411,893,5333,-728,-394,-856
2297,735,5219,-734,-311,-877
2165,450,4977,-717,-244,-896
2122,137,4786,-686,-213,-889
2108,9,4734,-655,-208,-850
2162,72,4704,-668,-203,-803
2251,172,4791,-675,-199,-789
2403,224,4948,-665,-176,-805
2558,0,5075,-666,-120,-844
2662,-185,5238,-618,-46,-869
2710,-357,5390,-542,56,-864
2710,-357,5390,-542,56,-864
2703,-432,5430,-499,180,-815
2577,-393,5377,-456,302,-753
2432,-263,5246,-415,410,-704
2292,-319,5102,-402,495,-686
2156,-469,4994,-368,542,-657
2074,-648,4915,-328,572,-615
2009,-809,4950,-284,591,-554
2034,-608,5082,-176,617,-487
2081,-438,5090,-32,677,-494
2059,-611,4942,51,753,-531
2038,-729,4734,85,800,-505
2013,-674,4658,86,803,-434
2007,-490,4786,68,798,-351
2050,-205,4903,51,818,-288
1988,-165,4902,6,874,-278
1812,-410,4802,-40,951,-282
1614,-652,4729,9,1017,-270
1536,-603,4548,97,1092,-234
1322,-668,4007,122,1112,-221
1230,-673,4140,256,1043,-185
1306,-378,4056,195,1041,-117
1218,-636,3762,90,1021,-103
1140,-865,3740,57,951,-42
1132,-739,3852,51,896,46
1082,-558,3942,49,874,111
1039,-401,3973,71,875,152
940,-414,3892,88,883,175
850,-457,3824,106,882,207
822,-497,3742,150,877,240
793,-637,3632,210,873,272
788,-720,3589,301,858,318
818,-661,3485,365,854,372
800,-723,3455,424,837,409
762,-535,3474,482,825,470
665,-228,3302,519,818,504
531,-247,3157,535,783,499
464,-270,3230,557,722,510
532,-72,3343,583,667,552
540,89,3357,547,641,596
498,125,3308,512,616,622
513,134,3352,486,576,651
542,265,3442,491,539,682
572,350,3413,490,516,700
565,352,3430,450,491,731
518,420,3362,435,467,769
470,643,3244,424,427,796
476,995,3315,402,366,796
546,1198,3501,406,313,745
586,1082,3592,362,301,693
527,919,3533,277,312,710
416,889,3293,216,311,768
282,881,3057,160,273,821
197,1012,2934,133,201,864
235,1186,2923,143,113,864
263,1232,3008,124,31,837
239,1412,3108,88,-33,827
220,1591,3100,53,-83,795
173,1422,2998,-2,-131,743
64,1265,2973,-88,-210,737
36,1622,3201,-140,-315,765
121,2056,3484,-108,-391,709
143,2014,3691,-87,-411,573
175,2006,3925,-48,-416,472
298,2225,4136,37,-418,392
362,2333,4259,49,-396,305
327,2304,4343,-13,-375,243
319,2344,4431,-87,-376,214
388,2444,4515,-168,-387,183
388,2444,4515,-168,-387,183
419,2425,4660,-275,-397,143
432,2257,4790,-355,-403,109
459,2054,4744,-425,-397,88
486,1883,4793,-488,-413,67
477,1747,5073,-481,-441,48
524,1668,5094,-473,-408,36
595,1450,4945,-472,-365,2
686,1238,4940,-432,-354,-16
809,1214,5022,-405,-335,-16
964,1220,5069,-408,-291,-35
977,1136,5046,-399,-232,-71
924,1112,4990,-353,-178,-105
1001,1147,4915,-280,-133,-153
1146,1029,4813,-244,-93,-221
1216,767,4699,-293,-59,-263
1195,424,4596,-318,-49,-262
1194,292,4643,-318,-51,-204
1212,289,4723,-285,-32,-144
1167,330,4759,-244,15,-107
1072,420,4684,-225,83,-93
959,470,4585,-183,143,-113
901,508,4549,-116,188,-159
869,517,4614,-48,225,-210
868,578,4684,12,273,-238
875,588,4640,22,339,-255
880,507,4557,11,396,-270
904,421,4480,-22,434,-255
827,363,4383,-75,452,-210
632,356,4276,-155,456,-139
562,469,4175,-180,430,-79
583,589,4117,-198,382,-50
523,680,4129,-232,327,-45
491,793,4138,-232,268,-66
446,810,4196,-285,212,-98


-272,-196,4394,384,431,-67
-276,-388,4380,398,440,-63
-203,-351,4371,410,456,-17
-134,-197,4314,466,467,7
-86,-181,4297,472,477,11
-66,-280,4354,450,488,22
-109,-234,4336,431,512,57
-141,-192,4226,431,532,80
-182,-181,4126,435,532,102
-235,-62,4016,457,519,125
-288,102,3875,481,487,124
-298,93,3790,479,439,99
-292,-128,3839,425,381,93
-248,-168,3990,357,339,152
-160,210,4099,345,311,220
-91,507,4177,310,307,234
-66,400,4162,306,314,191
-124,116,4212,292,318,169
-174,-21,4204,267,339,202
-218,-67,4112,247,356,248
-307,-71,4046,275,354,275
-396,12,4010,325,341,296
-400,175,3936,359,322,315
-380,328,3881,344,295,328
-342,379,3896,329,264,328
-274,197,3873,347,240,305
-225,-255,3936,272,218,334
-188,-475,3947,235,211,429
-157,-544,3845,229,214,535
-107,-434,3849,239,202,643
-80,-208,3896,344,194,691
-128,-162,3788,486,209,668
-221,-346,3590,588,222,636
-278,-386,3431,683,209,639
-285,-73,3340,777,174,662
-219,333,3373,822,142,670
-191,680,3333,808,130,664
-188,839,3142,739,107,671
-160,869,3197,615,66,694
-207,584,3116,505,51,728
-303,357,2812,434,22,796
-414,226,2602,366,-44,869
-475,163,2553,378,-149,899
-514,212,2546,439,-252,914
-490,398,2501,479,-346,921
-449,584,2767,551,-454,903
-312,875,3390,682,-484,876
-239,1054,3192,791,-417,855
-281,1258,2717,753,-426,893
-268,1669,2726,623,-530,961
-192,1869,3073,492,-624,970
-192,1869,3073,492,-624,970
-135,1711,3161,426,-661,938
-165,1615,3023,373,-707,935
-111,1663,3184,331,-774,940
44,1681,3341,354,-816,902
119,1598,3473,386,-828,855
188,1606,3466,419,-829,833
363,1846,3580,418,-848,832
432,2156,4070,382,-828,815
357,2228,3808,420,-769,769
251,2113,3418,371,-773,742
166,1940,3349,254,-840,742
157,1977,3458,179,-917,757
208,2335,3576,173,-987,748
292,2690,3744,145,-1047,685
396,2946,3973,110,-1098,598
556,2995,4204,70,-1129,500
686,2845,4414,33,-1128,418
748,2617,4669,41,-1092,365
781,2490,4676,65,-1014,356
772,2720,4387,92,-954,364
741,3062,4147,45,-944,337
816,3257,4165,-17,-981,252
986,3095,4341,-86,-1019,139
1015,2942,4566,-198,-1022,78
972,2917,4606,-209,-988,21
918,2675,4386,-178,-952,-58
860,2557,4168,-169,-955,-115
945,2594,4126,-196,-993,-156
1114,2472,4234,-262,-1031,-197
1268,2315,4319,-304,-1047,-208
1373,2387,4363,-395,-1039,-184
1408,2476,4320,-493,-1031,-175
1432,2574,4406,-540,-1037,-209
1447,2567,4508,-585,-1016,-286
1421,2324,4464,-591,-971,-381
1392,2080,4421,-548,-932,-453
1438,2105,4409,-478,-909,-497
1504,2025,4323,-400,-894,-563
1573,1865,4280,-392,-893,-616
1683,1691,4426,-394,-902,-660
1859,1500,4685,-357,-880,-704
1917,1330,4814,-359,-803,-717
1866,1433,4780,-377,-714,-689
1859,1599,4661,-425,-641,-678
1838,1631,4633,-507,-595,-692
1793,1674,4641,-562,-565,-714
1720,1613,4574,-565,-541,-764
1678,1300,4472,-540,-539,-827
1737,915,4533,-532,-562,-847
1924,839,4809,-495,-580,-805
2203,1020,5106,-457,-548,-758
2482,1065,5313,-440,-466,-751
2640,951,5427,-459,-350,-747
2649,915,5475,-464,-222,-734
2628,994,5426,-468,-95,-730
2537,897,5332,-509,15,-744
2414,668,5289,-539,105,-752
2304,461,5248,-522,181,-740
2220,333,5254,-492,253,-707
2173,265,5029,-452,326,-670
2120,344,4911,-446,366,-626
2140,305,4966,-451,408,-614
2154,58,5010,-440,469,-610
2091,-200,4866,-427,543,-572
1990,-248,4690,-440,595,-492
1919,-184,4523,-470,624,-417
1890,-104,4534,-501,622,-372
1835,-66,4733,-459,627,-372
1699,-37,4745,-350,681,-395
1549,-102,4563,-236,738,-427
1411,-232,4375,-173,766,-429
1411,-232,4375,-173,766,-429
1375,-369,4264,-140,761,-389
1364,-488,4244,-129,747,-316
1372,-412,4369,-129,739,-216
1467,-193,4466,-67,752,-144
1530,-92,4493,-9,791,-117
1480,-62,4494,24,843,-94
1361,3,4415,60,904,-65
1252,15,4226,114,959,-61
1118,-159,4011,136,990,-56
965,-303,3853,133,990,-2
858,-295,3756,164,958,68
754,-150,3738,228,917,133
683,-12,3667,281,888,166
679,-39,3554,347,853,166
711,-208,3522,408,806,170
765,-373,3631,439,762,214
774,-291,3760,492,741,288
790,33,3745,569,744,356
760,244,3610,620,751,376
684,252,3523,618,740,381
605,192,3486,616,719,398
530,238,3428,674,693,415
482,350,3331,746,663,434
453,329,3190,760,629,458
434,304,3210,754,570,501
458,493,3293,775,516,556
543,731,3412,820,478,580
681,983,3556,855,457,585
827,1136,3668,878,468,567
867,1085,3721,883,502,550
787,1196,3607,908,551,558
622,1374,3337,940,588,551
443,1417,2986,954,583,527
327,1309,2698,924,534,522
215,1287,2605,910,445,542
205,1410,2586,905,350,575
313,1454,2638,878,265,605
350,1593,2813,828,188,658
362,1988,2914,767,152,711
341,2125,2880,707,137,694
227,2089,2851,672,114,650
125,2181,2772,675,78,607
100,2199,2789,693,18,556
178,2228,2953,726,-35,521
236,2364,3050,714,-66,526
285,2664,3142,661,-90,552
248,2851,3161,572,-100,554
127,2978,3070,461,-116,539
43,3068,2954,382,-169,498
85,3016,3044,301,-256,437
260,2907,3384,219,-338,398
439,2860,3703,165,-373,391
546,3095,3946,110,-366,399
591,3298,4083,65,-331,367
550,3359,4116,39,-293,300
516,3421,4101,32,-268,222
562,3348,4030,-9,-261,145
677,3119,4129,-94,-279,97
798,2894,4273,-201,-291,102
823,2789,4415,-324,-287,146
750,2763,4473,-419,-256,186
669,2785,4402,-454,-222,192
628,2788,4309,-432,-208,151
672,2727,4253,-405,-208,85
668,2611,4237,-399,-217,17
707,2445,4191,-397,-226,-41
897,2179,4188,-445,-234,-67
1091,1912,4305,-538,-242,-50
1217,1731,4521,-616,-228,-1
1217,1731,4521,-616,-228,-1
1288,1676,4720,-661,-169,62
1332,1775,4715,-658,-73,108
1244,1929,4648,-671,26,121
1123,2163,4498,-637,103,91
1083,2209,4355,-666,163,31
1022,2101,4226,-665,194,-57


-362,-604,4230,531,275,193
-367,-466,4213,657,244,275
-371,-375,4188,710,244,302
-374,-318,4208,761,242,321
-308,-212,4289,776,251,359
-266,-93,4328,792,278,396
-309,2,4244,818,321,422
-354,141,4076,832,353,455
-382,255,3834,813,354,471
-431,362,3678,788,304,479
-418,520,3769,820,229,460
-345,445,3827,834,181,408
-327,289,3932,816,149,389
-335,298,3927,807,138,416
-329,357,3910,784,141,457
-293,330,3914,761,145,486
-298,262,3981,728,157,528
-356,322,3948,743,193,583
-461,407,3767,763,230,616
-574,500,3613,809,231,617
-615,592,3482,898,203,587
-616,776,3378,901,167,564
-634,823,3238,877,112,531
-585,724,3226,846,37,515
-463,496,3336,796,-23,532
-463,496,3336,796,-23,532
-357,177,3451,765,-53,580
-312,38,3476,742,-51,676
-341,148,3315,760,-56,777
-361,580,3073,814,-107,849
-334,987,3276,882,-199,867
-222,1301,3833,994,-200,831
-235,1333,3542,1097,-113,772
-333,1466,2915,1128,-108,762
-294,1636,2755,1085,-219,761
-185,1588,3107,943,-330,758
-133,1461,3409,814,-362,773
-82,1241,3398,807,-343,778
-42,1042,3258,778,-335,816
32,912,3241,751,-356,908
139,1101,3246,747,-388,1013
197,1455,3501,782,-407,1086
227,1716,3552,889,-362,1093
157,2017,3297,958,-311,1083
48,2381,2999,1005,-320,1053
43,2795,2779,937,-378,1006
134,2964,3105,804,-436,890
114,2464,2914,830,-473,732
99,2117,2671,846,-563,698
183,2019,2739,753,-676,744
309,1922,2981,613,-758,818
411,1820,3204,591,-811,897
498,1850,3312,602,-815,988
544,2337,3383,569,-789,1090
570,3468,3341,618,-769,1122
670,4441,3205,657,-765,988
727,4489,3101,558,-785,743
732,3992,3229,351,-820,537
686,3264,3513,182,-838,417
592,2738,3467,93,-822,399
495,2420,3212,46,-819,439
485,2412,3081,7,-870,512
622,2810,3218,-43,-939,581
815,3209,3426,-47,-990,569
935,3470,3591,-91,-1004,515
986,3925,3719,-185,-994,465
1061,4036,3745,-274,-973,344
1055,3561,3826,-387,-953,200
973,3058,3901,-462,-920,131
886,2899,3660,-471,-898,129
852,3080,3449,-528,-916,143
848,3311,3360,-589,-972,109
956,3393,3510,-642,-1050,39
1098,3290,3740,-709,-1096,-28
1239,3137,3918,-790,-1114,-70
1374,3007,4092,-885,-1107,-78
1413,2864,4140,-989,-1070,-78
1427,2688,4040,-1069,-1031,-89
1454,2490,3910,-1120,-1027,-114
1561,2477,3978,-1162,-1058,-132
1673,2621,4264,-1191,-1075,-173
1746,2647,4132,-1138,-1063,-260
1882,2666,4208,-1095,-1090,-369
1990,2528,4545,-1110,-1087,-482
1963,2275,4601,-1128,-1023,-559
1982,2067,4496,-1138,-969,-594
2038,1696,4494,-1199,-931,-604
2097,1359,4470,-1248,-908,-568
2186,1290,4598,-1262,-903,-514
2371,1342,4833,-1236,-878,-499
2556,1350,5002,-1199,-818,-525
2727,1391,5163,-1172,-736,-561
2933,1376,5326,-1156,-629,-610
3013,1178,5449,-1176,-499,-671
3013,1178,5449,-1176,-499,-671
2878,1024,5636,-1225,-345,-687
2701,1001,5544,-1240,-160,-688
2483,862,5175,-1240,-2,-705
2291,615,4919,-1212,77,-718
2207,348,4841,-1101,108,-724
2175,139,4903,-965,125,-717
2199,87,5066,-819,159,-687
2398,12,5061,-653,224,-671
2560,-182,5079,-587,299,-650
2586,-398,5207,-537,379,-603
2551,-391,5299,-509,493,-525
2413,-103,5272,-523,630,-442
2188,355,5037,-501,757,-408
2018,591,4700,-426,837,-462
1870,360,4471,-351,856,-564
1685,-29,4367,-365,837,-599
1645,-123,4420,-378,814,-561
1666,-113,4554,-380,812,-509
1639,-115,4551,-379,840,-447
1603,-208,4430,-376,875,-384
1527,-267,4388,-358,888,-306
1484,-51,4428,-274,897,-236
1452,195,4391,-176,923,-221
1385,231,4215,-121,956,-247
1315,42,3974,-103,965,-268
1185,-188,3819,-136,937,-246
1082,-220,3761,-177,891,-179
1061,-161,3821,-180,842,-123
1042,-124,3871,-161,813,-83
995,-132,3939,-168,800,-35
961,-77,3967,-126,801,11
935,-51,3972,-54,801,42
908,42,4015,24,805,65
860,48,3951,87,825,79
814,-4,3863,115,838,117
775,127,3827,165,831,168
761,254,3750,208,821,198
710,349,3716,242,799,204
676,368,3641,265,780,199
675,237,3573,270,747,194
630,136,3643,277,702,224
640,114,3690,284,677,282
631,105,3683,297,659,342
574,102,3609,305,643,405
551,58,3508,325,623,451
476,57,3461,369,591,483
392,229,3398,413,557,514
343,430,3348,435,513,525
363,533,3351,475,460,508
431,458,3359,494,413,495
532,276,3458,477,370,518
628,243,3651,459,346,588
675,491,3765,457,360,666
588,909,3710,462,401,699
449,1230,3468,475,431,664
310,1226,3235,492,410,577
204,1091,3166,498,341,512
248,1023,3188,498,262,498
364,937,3276,471,193,511
451,939,3421,401,146,567
487,1118,3512,350,131,626
506,1328,3528,331,127,655
515,1415,3461,309,129,663
512,1400,3467,254,111,682
501,1621,3643,183,84,729
487,1843,3679,142,87,731
382,1798,3577,104,92,689
219,1770,3464,82,73,653
166,1870,3393,77,33,614
166,1870,3393,77,33,614
196,1933,3438,75,-25,546
150,1940,3560,74,-85,481
151,1949,3586,40,-133,452
206,1816,3639,-57,-179,460
277,1698,3786,-128,-234,485
309,1938,4060,-196,-276,528
407,2310,4249,-232,-271,515
508,2092,4251,-214,-244,395
478,1703,4273,-225,-233,327
436,1871,4428,-247,-229,351
472,2305,4608,-191,-208,327
497,2337,4545,-166,-166,215
447,1965,4475,-154,-159,103
485,1729,4532,-124,-173,79
599,1680,4556,-138,-185,108
700,1596,4610,-212,-189,145
710,1612,4692,-303,-182,191
692,1819,4728,-356,-159,207
687,1782,4613,-342,-129,139
685,1495,4451,-310,-122,51
670,1262,4414,-324,-141,19
699,1220,4482,-340,-160,22
723,1300,4605,-326,-160,4
765,1304,4677,-263,-141,-55
839,1207,4736,-181,-111,-128
845,1132,4766,-115,-64,-172
811,1133,4703,-87,-7,-184
838,1158,4699,-72,42,-193
834,1150,4605,-47,96,-223
828,747,4811,-331,177,-157
750,873,4733,-207,244,-108
747,1236,4484,-33,278,-96
761,1229,4475,-44,292,-112
763,1023,4442,6,296,-160
703,869,4410,9,308,-158


-194,-172,4058,1001,13,532
-239,74,4021,940,42,600
-271,511,3860,887,71,642
-279,637,3661,809,70,612
-289,470,3515,753,34,553
-229,113,3523,720,-14,519
-128,-300,3592,696,-59,531
-127,-342,3811,672,-78,620
-189,14,3898,738,-50,702
-201,420,3701,893,-19,700
-199,778,3400,968,-37,660
-198,1031,3830,971,-102,613
-174,958,4300,1050,-56,555
-294,675,3684,1134,27,539
-443,776,2998,1052,-9,643
-477,1182,2874,890,-157,734
-390,1397,3327,775,-319,706
-206,1263,3787,773,-392,609
-55,957,4004,769,-379,563
-38,824,3975,735,-339,609
-77,813,3858,673,-304,688
-127,845,3992,707,-290,752
-167,1231,3960,825,-246,801
-220,1800,3618,925,-215,788
-187,2215,3372,937,-254,719
-57,2014,3372,831,-319,620
-32,1647,3724,700,-378,565
-126,1469,3861,738,-359,537
-242,1597,3210,830,-349,537
-249,1751,2959,807,-449,538
-29,1634,3213,712,-573,541
241,1343,3658,616,-647,595
328,1341,4002,576,-648,705
344,2142,4079,568,-604,814
347,3207,4077,546,-556,796
338,3503,3969,470,-509,607
253,2787,3877,393,-487,375
120,1928,3732,366,-484,265
98,1733,3514,355,-503,296
102,1917,3329,326,-560,360
166,1995,3187,225,-635,410
205,1915,3337,85,-735,442
214,1919,3662,29,-799,451
213,1966,3659,58,-810,426
268,2165,3570,84,-831,391
430,2457,3627,86,-868,332
595,2427,3739,21,-888,250
690,2245,3920,-77,-891,196
665,2225,4066,-125,-873,171
618,2378,4019,-137,-846,148
576,2545,3889,-169,-834,114
554,2492,3743,-203,-847,53
559,2129,3694,-249,-889,5
596,2000,3769,-313,-945,28
683,2129,3901,-377,-987,53
743,2309,4125,-416,-1000,44
811,2504,4076,-364,-994,-18
901,2431,4012,-371,-998,-108
982,2307,4089,-444,-1013,-156
1033,2261,4121,-527,-1019,-173
1098,2210,4112,-624,-1027,-176
1194,2107,4122,-718,-1045,-178
1274,1992,4298,-814,-1066,-175
1338,1917,4510,-857,-1063,-181
1358,1957,4564,-867,-1023,-204
1378,2203,4614,-837,-985,-258
1378,2203,4614,-837,-985,-258
1472,2411,4696,-781,-946,-363
1542,2312,4604,-750,-891,-503
1556,1992,4451,-770,-857,-611
1661,1665,4535,-807,-857,-654
1730,1377,4540,-820,-866,-624
1792,1565,4579,-878,-878,-534
1914,1633,4685,-979,-872,-500
2033,1579,4940,-1008,-845,-530
2056,1532,5040,-941,-780,-595
2028,1619,5068,-931,-686,-670
2024,1493,5004,-950,-575,-778
2040,1102,4893,-914,-495,-876
2001,875,4777,-926,-443,-879
1990,734,4600,-984,-409,-839
2073,528,4586,-1010,-413,-810
2200,390,4765,-966,-425,-789
2358,261,4941,-923,-389,-770
2421,214,5108,-933,-312,-726
2400,296,5159,-956,-212,-680
2368,205,5124,-1018,-105,-661
2294,-72,5174,-1044,-8,-657
2172,-267,5197,-990,94,-652
2065,-469,5092,-863,196,-655
2050,-652,4981,-700,264,-656
2036,-583,5093,-566,310,-615
2020,-306,5134,-435,373,-580
2055,-138,4989,-373,449,-576
2112,-241,4857,-379,495,-584
2158,-594,4838,-425,519,-565
2139,-807,5003,-453,545,-486
2119,-614,5184,-416,605,-386
2060,-329,5059,-369,706,-321
1960,-329,4725,-363,796,-304
1815,-549,4491,-353,823,-298
1643,-636,4417,-324,817,-263
1518,-492,4395,-241,804,-231
1484,-342,4426,-159,796,-233
1439,-296,4496,-109,800,-252
1388,-332,4536,-108,826,-239
1336,-420,4551,-103,864,-210
1200,-561,4505,-102,905,-153
1073,-566,4360,-75,942,-60
977,-424,4141,-6,956,17
842,-149,4022,48,937,61
793,194,3972,96,902,58
824,124,3911,150,866,-11
837,-291,3911,165,828,-52
840,-545,3934,126,797,9
899,-561,3963,80,777,117
908,-572,4014,64,770,199
821,-479,4133,100,776,260
776,-81,4157,195,799,299
719,339,4030,287,830,291
630,353,3815,342,838,221
462,26,3685,367,808,162
345,-209,3591,379,754,172
383,-345,3523,373,692,226
451,-357,3552,365,623,294
576,-267,3725,356,561,364
642,-233,3916,339,541,419
580,-154,3926,366,556,470
518,-58,3725,418,581,502
476,115,3681,464,569,509
476,498,3853,555,545,478
459,618,3811,629,557,398
362,341,3702,605,564,349
236,247,3628,578,540,392
181,315,3497,557,501,459
186,358,3486,540,440,520
231,541,3587,552,379,569
231,541,3587,552,379,569
285,648,3635,566,348,585
292,481,3674,561,328,580
258,331,3691,564,316,605
241,441,3591,579,309,656
258,667,3540,594,286,684
286,845,3566,631,265,660
272,832,3601,692,259,597
231,930,3613,784,256,545
245,1247,3505,842,257,515
265,1327,3384,815,240,486
212,1247,3366,742,201,496
134,1338,3338,657,158,551
91,1570,3223,569,113,595
95,1689,3222,486,47,596
154,1605,3340,435,-11,568
163,1399,3490,411,-48,536
136,1611,3598,425,-61,536
148,2035,3542,448,-65,498
146,2014,3479,432,-84,407
135,1733,3531,395,-119,351
166,1571,3631,356,-155,358
223,1579,3766,313,-179,396
251,1640,3800,262,-179,439
257,1679,3793,212,-182,475
226,1936,3929,179,-199,489
204,2286,4035,227,-194,424
180,2174,4002,294,-178,287
170,1875,3982,328,-184,201
237,1683,3940,324,-199,192
241,1677,4009,270,-222,237
239,2081,4115,236,-235,283
279,2249,4061,218,-236,243
371,1761,3996,186,-251,176
452,1473,4174,128,-278,206
542,1675,4393,107,-277,262
538,1810,4435,130,-239,252
483,1834,4310,181,-201,202
456,1837,4138,204,-184,154
436,1776,4095,196,-199,110
435,1861,4189,177,-224,91
474,1944,4183,147,-229,76
517,1758,4184,80,-242,70
594,1571,4299,10,-262,103
656,1599,4444,-55,-261,158
693,1755,4590,-64,-238,174
710,1874,4581,-14,-194,132
719,1804,4505,3,-153,81
752,1631,4525,0,-133,46
731,1523,4589,-14,-113,41
693,1663,4575,-14,-77,54
711,1827,4436,-24,-47,37
767,1654,4427,-43,-55,3
858,1499,4581,-103,-58,17
918,1528,4711,-190,-30,56
919,1638,4694,-273,19,84
887,1662,4609,-345,63,87
803,1610,4566,-391,94,86
753,1609,4437,-398,112,89
732,1555,4297,-441,114,100
701,1327,4277,-535,96,121
702,1064,4295,-594,76,153
683,1022,4299,-618,66,201


671,1265,4421,-572,58,217
-117,-472,3879,841,82,396
-158,-748,3696,883,84,494
-130,-521,3627,940,72,576
-210,-146,3576,973,58,632
-299,306,3465,999,56,655
-292,466,3266,1064,26,593
-271,182,3230,1083,-22,517
-241,-238,3339,1029,-66,517
-204,-235,3453,1039,-89,585
-216,189,3422,1142,-96,632
-199,687,3212,1206,-110,625
-199,977,3173,1169,-166,595
-158,1033,3906,1123,-194,572
-111,1059,3945,1189,-102,576
-156,1046,3328,1240,-44,613
-208,1037,2919,1131,-96,703
-192,1214,3035,971,-203,804
-99,1553,3361,889,-294,844
8,1898,3665,875,-327,818
82,2217,3819,891,-324,738
66,2268,3781,844,-292,653
20,2016,3446,738,-275,602
-78,1608,3314,561,-321,604
-142,1355,3672,462,-366,648
-115,1113,3513,617,-361,667
-64,823,3092,769,-395,702
86,884,3024,819,-500,816
423,1506,3890,802,-553,923
499,2006,3779,1005,-488,895
509,2644,3187,1112,-473,840
545,2909,3152,950,-537,751
464,2605,3399,765,-601,649
347,2194,3442,683,-616,612
345,1974,3356,576,-616,640
338,1871,3286,547,-645,648
399,2133,3394,577,-693,652
588,2600,3568,629,-716,617
660,2802,3744,632,-703,535
626,2852,3792,606,-654,471
626,2852,3792,606,-654,471
549,2729,3508,575,-604,429
450,2477,3204,493,-618,434
440,2387,3210,372,-692,489
521,2538,3392,274,-767,542
612,2856,3488,219,-806,539
667,3117,3445,185,-824,472
772,3139,3371,143,-844,375
852,2876,3417,47,-870,301
892,2556,3644,-64,-882,293
911,2398,3768,-163,-860,345
858,2445,3702,-165,-848,381
810,2678,3664,-120,-855,353
782,2850,3629,-73,-867,264
804,2816,3466,-73,-878,166
891,2653,3355,-123,-923,106
989,2647,3533,-198,-992,92
1176,2954,3871,-266,-1030,92
1291,3286,4135,-337,-1017,45
1343,3375,4246,-386,-974,-53
1327,3319,4197,-447,-925,-141
1320,2947,4131,-545,-878,-209
1262,2318,3772,-596,-891,-205
1241,2362,3889,-723,-970,-84
1310,2804,4197,-797,-1000,-27
1390,3105,4085,-756,-1011,-98
1513,3093,4290,-787,-1031,-216
1633,2878,4516,-796,-1016,-333
1726,2596,4527,-836,-959,-411
1831,2195,4479,-897,-908,-448
1919,2069,4556,-935,-877,-432
1993,2178,4672,-959,-835,-416
2002,2145,4739,-971,-770,-444
1937,2058,4645,-928,-699,-498
1968,1902,4542,-888,-647,-558
2016,1710,4615,-871,-611,-605
2031,1660,4713,-853,-565,-634
2060,1711,4703,-822,-503,-674
2082,1587,4607,-816,-446,-736
2102,1227,4604,-783,-419,-788
2170,944,4688,-734,-402,-790
2331,819,4807,-723,-374,-748
2490,885,5101,-781,-320,-684
2478,1327,5428,-816,-225,-644
