acc_X,acc_Y,acc_Z,gyro_X,gyro_Y,gyro_Z
1184,-190,5786,526,924,-57
1122,30,5821,491,998,-12
1047,253,5605,385,1086,60
918,68,5420,67,1150,186
1073,473,5569,57,1157,286
775,490,5234,2,1209,317
648,-63,4963,-279,1264,411
683,353,4918,-95,1257,462
710,599,4860,121,1271,395
590,544,4637,139,1334,326
429,635,4232,173,1371,267
251,628,3766,133,1352,215
138,476,3416,103,1278,162
161,372,3269,145,1169,109
145,273,3111,175,1073,60
21,153,3111,187,981,46
-55,326,3316,232,935,85
-124,623,3076,262,956,97
-246,633,2575,301,949,40
-386,409,2099,275,857,3
-446,274,1823,179,686,40
-404,358,1671,115,477,90
-316,497,1663,14,261,129
-176,605,1752,-63,60,127
-25,466,1780,-95,-106,83
91,183,1734,-166,-262,74
196,37,1885,-260,-409,116
249,124,2199,-278,-524,145
247,135,2296,-247,-571,130
206,108,2201,-218,-611,110
229,235,2290,-189,-681,89
276,337,2457,-89,-754,12
308,301,2654,-41,-822,-49
330,326,2865,-41,-882,-73
342,298,2966,-73,-935,-75
324,188,2988,-98,-1002,-64
314,69,2964,-121,-1083,-30
364,-43,2937,-139,-1178,10
494,-164,2979,-170,-1281,62
529,-236,3094,-220,-1366,123
512,-79,3315,-220,-1434,157
582,306,3796,-112,-1473,104
657,685,4018,46,-1440,-19
702,805,3985,173,-1401,-184
831,538,3892,169,-1405,-302
1067,-17,3910,67,-1452,-309
1195,-428,4104,-5,-1515,-199
1299,-352,4388,-46,-1544,-23
1485,134,4711,-15,-1535,84
1729,639,5198,0,-1446,102
1803,796,4255,-111,-1355,41
1791,504,4321,-224,-1509,-50
1951,-95,4957,-330,-1592,-63
1970,-441,5443,-284,-1536,-11
1902,-6,5729,-119,-1390,64
1892,608,5715,20,-1209,47
1955,684,5595,135,-1060,-84
2011,136,5340,141,-951,-190
2140,-554,4971,68,-879,-158
2173,-724,4785,62,-897,-25
2208,-61,5123,120,-959,94
2363,646,5677,102,-922,76
2408,553,5777,1,-764,-43
2415,258,5655,-60,-610,-116
2492,118,5547,-77,-506,-113
2555,173,5506,-98,-448,-75
2555,173,5506,-98,-448,-75
2646,116,5584,-107,-404,-55
2765,-119,5662,-108,-340,-21
2811,-197,5721,-94,-251,61
2787,-185,5702,-66,-124,144
2704,-128,5562,-8,18,196
2607,26,5393,56,153,222
2528,289,5271,119,269,211
2530,365,5111,56,379,172
2544,272,5154,5,479,119
2450,270,5028,110,562,46
2347,128,4966,74,648,37
2265,26,4882,56,723,56
2209,-57,4772,40,779,96
2114,-100,4651,12,820,152
2020,-177,4436,-8,847,201
1967,-115,4377,-37,836,263
2019,291,4449,84,785,282
2048,465,4486,73,753,243
2006,495,4532,26,736,177
1863,453,4512,-65,736,135
1680,389,4447,-148,738,105
1549,308,4472,-168,726,78
1448,254,4429,-171,727,52
1276,241,4243,-280,743,54
1094,320,3993,-480,740,76
992,340,3742,-673,692,65
937,281,3668,-783,604,20
908,174,3624,-757,489,-38
977,-15,4101,-683,369,-101
1007,-53,4554,-216,321,-215
1140,-361,4074,-466,445,-145
1045,-523,4060,-671,496,-19
919,-374,3926,-512,465,41
872,-257,3984,-458,433,111
874,-58,4070,-345,414,127
902,61,4188,-254,430,91
884,74,4223,-116,472,12
798,-52,4052,17,523,-82
732,-333,3928,32,559,-143
707,-520,3863,94,568,-156
726,-618,3789,214,567,-143
784,-671,3789,314,554,-105
892,-612,3758,363,544,-31
979,-488,3752,303,539,73
995,-372,3711,280,524,159
972,-323,3622,319,505,198
857,-268,3523,376,479,206
774,-285,3520,462,426,198
769,-276,3590,604,360,184
735,-75,3681,634,332,176
713,123,3789,628,327,140
720,287,3798,691,309,74
749,347,3780,663,289,15
856,224,3806,539,274,-37


-520,1499,3499,-975,347,-206
-456,1767,3554,-922,215,-279
-429,1590,3923,-790,65,-461
-438,1038,4287,-727,-2,-601
-503,658,4475,-692,10,-609
-525,643,4454,-572,58,-568
-525,678,4254,-512,103,-518
-505,620,4229,-545,109,-458
-543,638,4320,-592,97,-387
-531,693,4310,-658,113,-309
-597,747,4415,-707,131,-263
-614,734,4477,-647,164,-269
-644,692,4395,-539,199,-290
-652,723,4341,-392,207,-325
-581,685,4368,-240,188,-383
-507,547,4336,-225,175,-401
-374,408,4414,-230,166,-385
-252,341,4647,-130,159,-378
-243,392,4699,-75,202,-346
-281,439,4604,-197,276,-267
-347,358,4400,-319,328,-208
-509,156,4098,-413,334,-152
-618,42,4056,-473,280,-79
-726,270,4130,-441,212,-25
-732,608,4191,-417,175,-11
-738,771,4294,-366,146,-82
-662,622,4221,-337,138,-181
-660,196,3990,-413,129,-213
-784,-115,3803,-550,84,-137
-836,-34,3602,-659,15,-10
-837,-45,3319,-726,-71,45
-898,-424,2944,-791,-180,54
-851,-798,2635,-870,-328,117
-769,-892,2470,-929,-493,224
-625,-951,2368,-921,-642,299
-555,-1252,2110,-902,-770,335
-545,-1573,1936,-885,-905,384
-451,-1535,2072,-694,-1057,394
-229,-1307,2243,-450,-1169,346
45,-1228,2427,-363,-1240,294
320,-1267,2907,-342,-1306,293
464,-1407,3368,-302,-1315,349
436,-1780,3267,-300,-1248,467
323,-1872,2970,-265,-1213,638
262,-1435,3010,-165,-1255,788
305,-840,3195,-18,-1304,833
420,-628,3421,112,-1331,777
484,-479,3719,287,-1348,709
603,-211,3961,404,-1333,673
702,-8,4184,416,-1305,643
779,156,4495,410,-1279,618
861,296,4799,430,-1234,592
892,489,4977,394,-1172,595
963,746,5165,305,-1114,616
963,746,5165,305,-1114,616
1001,1114,5491,234,-1071,623
1042,1555,5908,217,-1014,585
1165,1710,6127,223,-918,487
1203,1442,6140,143,-811,402
1157,1136,6197,22,-724,405
1002,1155,6157,-76,-634,454
796,1429,5731,-88,-586,466
782,1402,6932,44,-577,390
832,1395,6416,38,-244,355
688,2084,5143,75,-150,285
652,2390,5105,-16,-279,93
724,1907,5831,-87,-376,-116
833,1873,6281,-73,-319,-207
938,2139,6276,-38,-176,-274
950,2181,6141,1,-33,-379
790,2118,5940,34,87,-462
604,2061,5555,58,177,-516
444,1957,5083,66,213,-556
327,1821,4675,92,178,-577
299,1725,4370,75,111,-577
360,1726,4224,-7,37,-579
471,1862,4202,-76,-25,-611
605,1854,4184,-117,-67,-699
663,1481,4090,-168,-86,-805
661,1112,3956,-235,-97,-852
659,959,3762,-260,-115,-864
659,816,3694,-287,-150,-872
782,826,3737,-375,-171,-890
875,599,3749,-402,-177,-964
964,297,3772,-355,-185,-1014
1073,-29,3868,-323,-182,-1032
1124,-470,3868,-295,-153,-1020
1130,-882,3723,-287,-117,-962
1129,-1255,3590,-300,-121,-875
1144,-1489,3607,-328,-161,-756
1249,-1428,3817,-314,-214,-645
1429,-1414,4077,-251,-242,-606
1632,-1612,4345,-166,-239,-611
1740,-1897,4647,-108,-206,-590
1722,-1952,4979,-91,-141,-515
1713,-1699,5221,-62,-48,-438
1674,-1620,5365,-43,49,-411
1605,-1959,5333,-79,151,-385
1530,-2281,5338,-114,228,-287
1466,-2197,5486,-65,292,-151
1394,-1963,5542,34,386,-48
1312,-1736,5495,130,490,20
1260,-1608,5475,204,589,79
1222,-1396,5445,341,684,129
1186,-1018,5496,424,796,185
1079,-447,5524,514,924,220
868,231,5340,637,1060,195
683,607,4998,685,1176,99
504,527,4554,711,1235,-18
202,269,4015,718,1211,-67
-36,138,3586,665,1108,-23
-169,199,3386,606,963,35
-196,391,3367,544,820,88
-130,578,3386,483,708,114
-6,620,3334,421,639,105
0,556,3192,312,584,109
-83,566,2932,187,530,144
-217,598,2572,104,457,153
-346,564,2232,38,342,129
-344,490,2033,-10,183,97
-273,370,1953,-41,0,67
-173,263,1996,-62,-177,70
-26,251,2093,-85,-339,94
152,270,2203,-122,-478,125
152,270,2203,-122,-478,125
352,224,2357,-137,-594,137
564,113,2568,-129,-674,133
709,-21,2759,-110,-709,138
706,-38,2875,-100,-717,176
567,54,2817,-150,-703,237
422,119,2601,-159,-716,246
285,149,2377,-113,-793,200
278,248,2527,-97,-935,154
399,470,2953,-10,-1082,91
628,623,3407,43,-1168,27
830,603,3729,88,-1188,-30
996,384,3782,59,-1168,-40
1155,-17,3790,-58,-1163,16
1205,-244,3913,-228,-1178,151
1128,-14,4048,-347,-1191,299
1088,465,4206,-358,-1190,347
1055,658,4323,-223,-1180,236
1135,631,4547,-31,-1170,88
1166,353,4312,37,-1093,-12
1065,103,3389,49,-1202,-34
1172,-25,3931,-128,-1440,40
1377,-339,4550,-205,-1532,93
1519,-509,5104,-171,-1492,159
1645,-124,5379,-30,-1333,226
1812,374,5175,136,-1129,198
1857,593,4932,216,-1001,105
1897,659,4938,191,-955,36
1999,452,4800,81,-934,0
1974,-36,4573,-33,-966,10
1906,-185,4746,-231,-1003,112
1842,137,5073,-292,-987,172
1817,388,5211,-79,-939,109
1934,522,5281,169,-877,24
2007,497,5127,206,-793,-27
2002,497,4913,30,-732,-29
2041,396,4923,-91,-730,-41
2113,252,5156,-103,-726,-35
2194,424,5459,-129,-667,19
2238,675,5547,-153,-539,43
2196,762,5414,-138,-395,10
2137,680,5150,-92,-276,-45
2110,511,4924,-68,-207,-88
2113,329,4772,-58,-179,-100
2109,192,4657,-55,-172,-79
2119,142,4565,-47,-175,-45
2189,164,4556,-20,-182,-16
2294,190,4596,-31,-166,4
2316,141,4623,-71,-118,23
2228,121,4554,-91,-58,47
2139,215,4437,-85,-4,67
2080,225,4280,-60,36,51
1969,159,4156,-47,62,23
1906,135,4005,-35,76,0
1875,37,3909,-39,77,-19
1830,0,3874,-29,68,-28
1830,44,3840,-12,58,-30
1878,1,3801,-13,52,-39
1913,-106,3780,-42,43,-35
1889,-140,3803,-82,35,0
1862,-11,3882,-86,25,42
1883,144,3911,-72,24,58
1909,142,3911,-62,29,43
1887,64,3898,-57,32,25
1845,45,3875,-65,33,34
1831,103,3882,-65,31,47
1827,185,3884,-32,24,32
1836,197,3884,-8,24,-5
1904,129,3907,9,18,-45
2002,12,3943,9,14,-60
2078,-85,3996,-16,17,-34
2078,-85,3996,-16,17,-34
2065,-87,4069,-51,30,12
2001,32,4063,-64,57,55
1943,165,3972,-49,81,63
1907,228,3901,-30,84,42


-770,-195,3190,-329,-488,261
-792,-243,3061,-376,-603,320
-748,-287,3002,-427,-720,343
-621,-303,3261,-467,-845,342
-414,-258,3612,-380,-928,309
-414,-258,3612,-380,-928,309
-303,-218,3911,-267,-938,270
-221,-87,4028,-187,-890,246
-154,7,4136,-165,-823,240
-97,177,4216,-130,-775,249
-50,387,4293,-152,-730,265
-9,396,4324,-201,-682,262
-111,175,4267,-190,-643,246
-269,24,3998,-142,-620,273
-390,-56,3501,-183,-643,336
-389,-312,3103,-269,-757,390
-365,-331,3141,-398,-942,467
-307,-112,3516,-462,-1116,523
-86,-46,4205,-392,-1173,504
112,-334,3952,-265,-1105,429
136,-420,3867,-180,-1116,396
170,-179,4075,-179,-1134,421
259,-66,4204,-153,-1114,408
339,-120,4242,-88,-1101,373
478,-237,4304,-82,-1091,382
574,-293,4416,-83,-1082,429
629,-242,4571,-88,-1068,497
643,-79,4677,-50,-1028,539
581,185,4729,37,-976,528
553,411,4754,149,-931,469
638,509,4669,257,-888,385
733,336,4798,304,-868,303
816,363,4901,257,-845,288
861,620,5064,199,-852,292
932,805,5447,140,-842,259
947,970,5891,114,-777,207
996,1193,6137,125,-662,150
1095,1274,6229,132,-531,86
1097,1290,6285,115,-409,43
1019,1365,6178,84,-293,35
913,1369,5895,53,-198,23
790,1341,5690,46,-146,-5
732,1489,5584,79,-117,-43
730,1701,5497,125,-89,-108
856,1738,5335,151,-57,-208
980,1460,5208,155,-32,-311
963,1461,5248,143,-9,-338
1002,1912,5221,120,38,-339
1042,2138,5038,47,96,-408
968,1951,4809,-68,130,-493
872,1736,4586,-174,132,-531
772,1508,4323,-236,118,-557
636,1274,4131,-275,81,-573
607,1251,4114,-288,34,-579
607,1312,3996,-277,1,-611
589,1299,3911,-283,-31,-675
595,1174,3901,-334,-69,-743
669,988,3898,-407,-89,-792
760,787,3897,-455,-96,-833
820,527,3962,-520,-93,-858
796,299,4001,-602,-75,-834
689,246,3998,-647,-52,-794
621,219,3881,-623,-34,-781
584,148,3728,-613,-38,-799
619,-15,3672,-625,-78,-833
750,-448,3673,-601,-129,-868
849,-782,3777,-568,-180,-848
942,-921,3940,-540,-211,-790
1037,-1065,4086,-531,-219,-726
1145,-1251,4197,-532,-218,-653
1263,-1570,4305,-526,-213,-584
1369,-1900,4461,-516,-203,-489
1436,-2085,4658,-490,-171,-375
1479,-2149,4770,-390,-118,-287
1479,-2149,4770,-390,-118,-287
1500,-2202,4869,-291,-65,-220
1522,-2247,4968,-209,-18,-160
1593,-2327,5160,-139,18,-115
1607,-2417,5447,-72,69,-70
1545,-2466,5795,9,150,-20
1462,-2397,6049,138,272,40
1419,-2178,6111,311,428,94
1365,-1744,6099,488,582,135
1255,-1161,6099,594,713,167
1190,-663,6124,667,837,154
1060,-491,6077,677,962,125
865,-447,5928,629,1087,152
626,-337,5565,562,1189,239
320,-134,5120,523,1239,325
122,202,4783,512,1238,380
11,562,4526,565,1209,358
-150,779,4316,617,1170,273
-229,864,4055,610,1137,182
-225,747,3681,588,1097,101
-198,558,3546,537,1031,52
-203,517,3497,510,975,51
-294,671,3161,453,942,92
-332,863,2663,375,870,115
-326,882,2350,294,724,89
-336,777,2160,240,557,49
-344,600,1839,182,395,31
-274,380,1604,94,213,34
-99,337,1601,30,21,55
162,351,1670,7,-124,52
347,290,1698,-9,-237,30
469,243,1689,-71,-337,43
539,125,1747,-147,-443,66
513,-101,1707,-203,-542,100
474,-314,1648,-247,-650,156
441,-439,1701,-259,-779,207
385,-430,1913,-214,-905,235
340,-279,2141,-107,-1005,222
259,-34,2381,0,-1072,170
226,232,2614,121,-1125,89
301,441,2731,219,-1178,12
488,356,2931,219,-1253,-47
653,72,3289,100,-1337,-35
739,2,3714,-35,-1387,71
814,85,3751,-163,-1399,185
861,245,3787,-232,-1467,239
946,341,4088,-281,-1546,226
990,301,4409,-287,-1580,160
1009,330,4724,-255,-1572,92
1121,369,5153,-173,-1527,12
1280,277,5291,-50,-1416,-71
1366,18,5102,13,-1297,-105
1447,-112,5353,-4,-1224,-49
1587,28,4958,-85,-1117,37
1584,445,4659,-130,-1217,71
1593,727,5507,-193,-1313,46
1617,576,6003,-147,-1225,-32
1660,392,6112,8,-1069,-83
1713,108,5890,80,-894,-70
1641,-65,5287,82,-783,6
1629,63,5046,41,-782,101
1641,171,5054,59,-794,111
1603,266,5117,248,-808,70
1792,720,5391,292,-774,49
1921,985,5428,212,-674,-31
1995,815,5293,85,-582,-115
2075,267,5150,-74,-529,-132
2076,-203,5052,-228,-510,-46
2035,-275,5013,-311,-509,87
2040,-105,5008,-332,-511,182
2040,-105,5008,-332,-511,182
2119,43,5086,-305,-495,200
2212,79,5145,-234,-441,151
2260,63,5177,-164,-352,87
2243,84,5241,-82,-241,15
2205,162,5303,9,-114,-52
2188,180,5231,84,18,-106
2161,83,4956,135,142,-140
2130,-113,4635,103,222,-126
2068,-275,4414,16,252,-57
1968,-282,4285,-76,251,47
1911,-106,4212,-140,234,150
1869,70,4095,-178,223,198
1823,-74,4195,-381,232,239
1710,27,4174,-250,250,208
1641,200,3921,-56,258,118
1580,69,3970,-72,259,67
1515,39,3961,15,253,22
1429,19,3904,72,255,-2
1351,-12,3797,104,254,-19
1291,-25,3722,119,238,-20
1269,37,3703,132,204,-11
1318,104,3743,127,168,-7
1434,113,3817,97,140,-7
1508,105,3923,70,131,-6
1469,117,3961,60,139,-4
1402,170,3900,55,153,-5
1378,215,3806,48,155,-15
1395,200,3746,41,135,-41
1400,131,3765,23,97,-60
1412,94,3808,-4,53,-51
1424,68,3846,-42,10,-22
1474,37,3887,-73,-23,0
1567,16,3954,-76,-47,11
1636,23,4047,-68,-50,14
1696,86,4182,-53,-34,17
1706,182,4272,-21,-2,12
1661,234,4288,-8,44,1
1612,236,4200,-7,89,-15
1590,146,4065,-17,115,-35
1566,23,3935,-31,116,-49
1556,-79,3929,-40,85,-41
1565,-67,4015,-37,44,-12
1610,16,4111,-29,18,16
1631,75,4168,-21,13,17
1612,75,4154,-11,26,-4
1600,2,4145,0,42,-34
1585,-73,4140,18,61,-53
1545,-69,4138,37,77,-46
1571,52,4169,63,90,-30
1598,172,4178,71,102,-24
1572,234,4160,54,118,-33
1522,236,4090,50,120,-58
1487,145,4080,37,101,-82
1454,21,4050,23,85,-90
1444,-79,3996,1,70,-71


-615,-131,3324,-145,-520,179
-606,-316,3285,-146,-570,154
-546,-411,3519,-121,-633,153
-532,-293,3739,-57,-642,161
-555,-37,3779,6,-613,160
-527,92,3702,45,-593,138
-462,-146,3626,38,-604,109
-394,-513,3702,-10,-643,138
-381,-600,3948,-40,-672,237
-394,-367,4114,-34,-661,343
-424,-49,4099,2,-633,388
-477,123,3991,62,-629,352
-483,94,3937,115,-656,296
-358,21,3908,149,-690,259
-161,-52,4057,124,-731,237
-104,-216,4452,132,-744,259
2,-20,4347,79,-686,342
-24,-142,3978,98,-673,348
-37,-507,3896,102,-715,365
-39,-746,4093,126,-717,431
-77,-518,3636,239,-702,510
-96,7,3418,269,-771,561
-115,258,3530,243,-858,519
-30,105,3688,247,-930,434
106,-197,3920,239,-981,403
227,-368,4143,255,-999,426
348,-335,4317,294,-988,482
348,-335,4317,294,-988,482
422,-145,4486,340,-953,537
434,223,4648,455,-896,538
433,725,4761,627,-831,466
470,1143,4774,721,-769,359
566,1132,4799,691,-733,257
720,745,4792,546,-726,237
817,246,4786,329,-748,338
815,-30,4821,157,-767,514
693,179,4893,92,-757,672
563,791,5007,197,-699,711
479,1363,4696,334,-622,591
516,1353,4569,440,-632,382
627,1057,4926,468,-669,234
761,1159,5386,462,-649,196
865,1514,5624,443,-562,187
879,1839,5676,428,-456,148
804,1974,5604,398,-362,87
781,1902,5381,344,-288,40
795,1835,5292,258,-256,25
769,2057,5442,189,-239,28
749,2383,5489,161,-190,-5
707,2580,5387,145,-127,-91
725,2696,5201,139,-77,-200
783,2663,5051,66,-54,-305
813,2543,4955,-66,-45,-367
816,2495,4906,-206,-48,-385
833,2371,4750,-348,-42,-392
842,2193,4609,-471,-41,-395
850,2082,4455,-546,-44,-404
878,2028,4343,-611,-48,-426
893,1991,4339,-659,-48,-470
867,1943,4331,-680,-30,-530
792,1855,4214,-675,0,-609
710,1567,3857,-667,21,-691
657,1107,3480,-711,0,-739
673,771,3440,-773,-76,-735
730,681,3607,-799,-152,-713
773,626,3725,-807,-176,-713
800,586,3772,-777,-179,-733
866,426,3759,-753,-177,-773
897,212,3850,-751,-184,-798
877,161,4019,-713,-179,-810
889,134,4022,-667,-145,-839
905,-50,3949,-627,-117,-883
921,-284,3887,-630,-119,-908
894,-641,3888,-634,-139,-902
883,-896,3957,-624,-166,-850
924,-1070,4004,-600,-194,-780
1000,-1261,4109,-566,-230,-705
1067,-1449,4217,-504,-255,-633
1174,-1549,4349,-468,-270,-548
1317,-1586,4606,-441,-271,-477
1399,-1675,4881,-397,-231,-430
1408,-1809,4989,-321,-153,-386
1435,-1845,5006,-247,-75,-321
1464,-1863,5054,-209,-18,-251
1470,-1863,5171,-189,25,-178
1457,-1873,5258,-135,85,-116
1364,-1932,5232,-50,154,-58
1293,-1876,5200,27,211,23
1256,-1582,5208,128,257,95
1212,-1206,5270,229,304,126
1182,-903,5349,307,367,116
1164,-759,5496,381,440,88
1097,-648,5531,460,536,77
935,-465,5420,491,639,95
733,-234,5252,443,723,142
567,-114,5076,387,771,174
442,-97,4901,347,790,203
442,-97,4901,347,790,203
376,-83,4749,301,786,249
325,47,4703,256,768,306
259,377,4753,225,759,347
223,721,4795,235,773,326
166,923,4755,279,799,248
86,923,4507,271,837,164
0,733,4293,234,838,95
-79,509,4097,235,815,51
-108,331,3897,198,782,70
-144,390,3744,210,735,115
-218,663,3585,226,691,139
-229,852,3250,248,633,101
-136,625,2932,215,534,26
-50,296,2870,130,400,0
7,211,2927,60,274,39
88,322,2967,21,193,76
196,381,2893,18,144,69
243,335,2840,-2,104,47
160,411,2794,7,62,26
121,505,2628,8,7,0
148,367,2452,-39,-74,-30
219,108,2425,-94,-194,-39
303,-104,2632,-141,-317,-8
329,-29,2838,-151,-399,49
356,92,2883,-136,-436,71
348,95,2925,-112,-475,46
365,68,3018,-63,-529,15
392,65,3034,-55,-583,6
410,-28,3126,-115,-652,10
423,-148,3468,-144,-723,13
378,-60,3787,-101,-736,20
325,138,3821,-9,-701,6
322,349,3845,60,-670,-35
333,406,3573,96,-681,-88
460,344,3664,49,-762,-105
597,195,3953,-72,-839,-66
721,176,4230,-191,-879,13
812,148,4357,-243,-886,66
802,-5,4411,-266,-874,90
779,-123,4411,-193,-853,91
815,-227,4356,-87,-825,78
819,-215,4416,3,-794,71
815,-12,4391,127,-751,44
853,149,4251,194,-720,4
907,268,4338,178,-725,-25
951,324,4488,167,-732,-42
1022,341,4615,136,-705,-39
977,242,3874,45,-727,-15
985,13,4048,-63,-898,37
1040,-377,4582,-187,-970,110
1049,-305,4808,-141,-922,177
1127,152,4829,56,-828,173
1291,624,4745,241,-743,84
1421,642,4657,256,-682,-36
1429,341,4573,177,-659,-100
1470,119,4573,37,-660,-56
1449,-149,4555,-90,-662,23
1374,-415,4388,-170,-661,128
1305,-401,4304,-197,-669,240
1222,-4,4414,-125,-674,274
1162,439,4480,4,-647,205
1190,704,4442,116,-616,63
1360,633,4451,156,-602,-80
1475,273,4332,116,-610,-156
1560,28,4463,29,-663,-121
1639,-17,4766,-39,-677,-26
1612,67,4908,-66,-631,69
1586,361,4880,-42,-556,121
1626,573,4658,-28,-482,90
1626,573,4658,-28,-482,90
1637,346,4471,-5,-470,15
1696,314,4769,46,-509,-6
1805,382,4823,48,-472,-15
1902,254,4674,19,-436,-38
2000,131,4807,-61,-423,-33
2025,62,4924,-110,-382,-12
2019,91,4882,-128,-323,15
2019,69,4817,-140,-269,31
2012,5,4840,-122,-222,34
1995,33,4857,-75,-171,38
1954,256,4824,-38,-111,45
1917,407,4747,-20,-58,24
1873,324,4679,-24,-17,-16
1800,159,4539,-33,16,-35
1797,35,4411,-55,30,-19
1839,-2,4435,-81,33,11
1845,3,4481,-97,55,36
1810,93,4493,-81,96,52
1812,162,4338,-40,147,44
1818,78,4199,-23,168,21
1792,-64,4154,-32,170,15
1741,-66,4149,-28,173,32
1697,119,4146,-1,183,37
1679,213,4107,18,197,4
1675,79,4064,19,210,-36
1635,-77,4008,8,212,-43
1577,-98,3951,-17,199,0
1583,-20,3948,-51,177,48
1552,-23,3961,-68,163,67
1521,1,3972,-47,156,73
1530,66,3965,-17,154,69
1545,120,4002,7,155,46


-406,-1277,3239,-58,-614,194
-248,-1032,3532,-37,-646,280
-206,-651,3835,73,-626,297
-281,-432,3766,201,-564,271
-319,-454,3575,269,-536,249
-305,-471,3578,258,-567,282
-250,-469,3701,208,-609,352
-171,-469,3882,126,-641,445
-112,-386,4148,122,-658,518
-110,-294,4202,162,-632,565
-131,-227,4144,157,-598,596
-145,-340,4016,135,-583,610
-175,-609,3814,136,-588,632
-253,-685,3576,159,-624,684
-261,-561,3498,199,-699,723
-126,-428,3644,224,-785,733
62,-186,4433,291,-852,726
207,264,4653,406,-796,713
278,692,4539,480,-757,659
332,631,4603,427,-736,592
356,428,4730,337,-712,585
364,507,4915,313,-687,629
348,602,4890,327,-627,658
267,524,4720,307,-572,689
228,589,4660,285,-559,747
215,620,4631,285,-548,778
218,587,4555,312,-540,783
209,636,4602,359,-536,769
184,985,4764,437,-516,735
204,1484,4938,511,-469,659
270,1691,4968,554,-408,535
331,1509,4871,514,-365,434
332,1104,4758,393,-349,419
304,953,4779,280,-358,487
243,1311,4944,258,-354,548
159,1942,5052,293,-310,522
119,2328,4982,359,-253,393
105,2322,4957,378,-229,237
80,2574,5041,312,-217,143
59,3086,5169,279,-212,33
104,3407,5319,250,-194,-130
171,3270,5223,185,-162,-297
237,2966,5056,40,-155,-374
302,2776,4960,-129,-178,-358
317,2732,4909,-312,-203,-294
312,2724,4762,-477,-213,-239
280,2609,4484,-620,-216,-224
264,2418,4273,-724,-243,-247
286,2303,4273,-772,-274,-297
317,2399,4428,-749,-272,-393
391,2501,4483,-675,-213,-559
456,2540,4472,-602,-129,-760
521,2578,4518,-558,-54,-946
521,2578,4518,-558,-54,-946
568,2355,4377,-594,18,-1092
512,1771,4048,-703,53,-1149
441,1185,3685,-836,17,-1093
439,763,3498,-961,-74,-975
435,623,3603,-1054,-181,-851
424,628,3708,-1099,-248,-773
436,666,3773,-1094,-280,-765
481,616,3859,-1047,-287,-837
560,414,3873,-938,-252,-972
617,109,3866,-804,-207,-1118
686,-192,3958,-726,-167,-1211
747,-693,3961,-709,-123,-1246
702,-1215,3910,-721,-104,-1195
646,-1500,3886,-722,-114,-1057
650,-1455,3817,-702,-143,-898
595,-1443,3767,-642,-191,-802
646,-1628,3755,-566,-237,-737
