acc_X,acc_Y,acc_Z,gyro_X,gyro_Y,gyro_Z
35,-2431,3874,-407,-972,-36
87,-2708,4016,-340,-1001,77
156,-2499,4119,-175,-988,179
301,-2309,4283,32,-946,192
403,-2203,4466,231,-880,183
438,-1981,4524,362,-803,212
431,-1801,4499,431,-750,225
453,-1974,4557,510,-738,257
538,-1988,4568,553,-727,365
538,-1988,4568,553,-727,365
541,-1967,4524,548,-716,489
462,-2002,4286,579,-699,594
417,-2157,4113,657,-700,656
450,-1894,4321,811,-706,690
525,-1449,4502,1057,-636,645
682,-1332,4360,1323,-579,585
871,-1315,4419,1430,-567,608
952,-1157,4512,1461,-545,698
947,-683,4554,1515,-502,797
968,-249,4385,1547,-459,841
921,-156,4234,1517,-445,847
811,-98,4109,1484,-451,875
782,278,4108,1459,-473,909
763,567,3905,1442,-495,881
868,614,4194,1381,-539,827
1009,478,4255,1402,-492,788
1098,726,4369,1463,-467,798
1123,1065,4343,1536,-411,800
1142,1152,4114,1598,-392,781
1141,1307,4027,1575,-414,792
1180,1825,3986,1457,-454,818
1213,1720,4103,1313,-486,782
1182,1658,3984,1213,-494,777
1099,1631,3756,1115,-520,785
996,1612,3593,1048,-577,778
980,1787,3620,1051,-641,735
1074,1862,3655,1087,-681,659
1190,1885,3711,1095,-709,597
1264,2007,3838,1096,-707,552
1296,2130,3846,1111,-693,507
1249,2469,3857,1084,-664,464
1262,2867,3895,999,-677,394
1321,2961,4131,880,-689,292
1252,2948,4121,775,-651,204
1158,2989,3921,713,-638,126
1118,2955,3876,645,-673,57
1155,2962,4049,572,-720,20
1229,3405,4146,510,-751,5
1288,3702,4246,406,-771,-71
1337,3534,4342,268,-776,-194
1368,3480,4469,150,-758,-295
1388,3433,4309,68,-742,-400
1410,3182,4403,-43,-755,-495
1357,3129,4371,-110,-733,-548
1308,3145,4153,-161,-719,-603
1299,3002,4057,-255,-737,-673
1336,2912,4085,-363,-768,-721
1400,2719,3980,-457,-791,-751
1451,2408,3858,-577,-828,-754
1519,2163,3970,-691,-872,-730
1592,1952,4089,-725,-888,-708
1635,1780,4177,-720,-871,-684
1681,1853,4333,-659,-834,-666
1750,1790,4333,-604,-760,-702
1846,1626,4254,-607,-681,-758
1935,1589,4445,-635,-619,-801
1970,1600,4495,-606,-537,-852
2016,1441,4404,-549,-468,-911
2130,1019,4544,-559,-420,-942
2205,748,4654,-592,-350,-903
2222,703,4695,-631,-269,-821
2212,801,4715,-672,-184,-765
2207,710,4778,-707,-115,-772
2205,458,4807,-671,-46,-784
2226,169,4783,-642,20,-775
2256,-31,4857,-634,79,-723
2259,-84,4912,-642,156,-649
2233,-78,5019,-632,233,-579
2137,-77,4945,-613,333,-533
2018,-238,4878,-555,406,-505
2018,-238,4878,-555,406,-505
1977,-378,4847,-454,458,-461
1944,-465,4850,-348,515,-393
1881,-181,4522,-328,560,-325
1752,-364,4803,-288,537,-311
1790,-400,4789,-195,609,-235
1768,-305,4606,-182,670,-162
1704,-173,4637,-238,696,-102
1640,-115,4671,-280,735,-49
1512,-8,4526,-263,782,-3
1352,1,4390,-211,804,14
1265,21,4365,-166,812,33
1148,140,4300,-99,825,53
1028,234,4125,-18,821,66
1017,205,4106,3,785,90
1142,135,4188,4,751,137
1232,335,4322,16,738,207
1259,617,4357,17,757,238
1245,596,4316,32,795,214
1185,453,4174,60,829,205
1073,490,4011,22,818,237
963,548,4075,-21,796,269
848,669,4011,3,790,288
767,905,3916,69,766,269
757,949,3947,113,734,214
763,857,3964,121,709,183
704,845,3880,103,694,198
676,803,3876,55,667,231
660,802,3987,0,647,279
600,1025,3866,-7,647,314
581,1087,3750,3,629,297
621,1013,3773,-4,595,273
696,1044,3806,-25,569,273
739,1113,3864,-58,555,273
691,1015,3771,-82,552,260
613,948,3692,-87,534,255
549,1069,3656,-77,499,246
516,1136,3625,-53,458,214
556,1131,3686,-43,413,180
631,1129,3799,-57,381,165
730,1087,3966,-135,377,179
745,1141,4108,-178,400,218
681,1304,4074,-167,431,250
611,1361,3969,-136,448,241
532,1272,3867,-94,445,216
475,1231,3777,-83,429,203


538,535,5334,63,459,278
554,512,5397,105,523,287
559,691,5455,124,593,319
556,885,5406,162,656,324
546,899,5392,142,707,316
579,914,5405,115,758,330
626,1010,5265,60,816,365
616,1193,5264,-60,858,407
593,1396,5245,-166,904,416
578,1415,5239,-250,959,385
552,1386,5201,-300,1022,359
484,1391,4968,-334,1091,356
341,1429,4752,-345,1130,362
135,1593,4547,-317,1136,353
17,1724,4435,-298,1116,309
-42,1734,4363,-287,1096,240
-115,1640,4168,-282,1085,170
-216,1568,4013,-321,1065,124
-287,1636,3918,-397,1033,105
-322,1566,3845,-459,995,81
-376,1490,3816,-520,960,72
-415,1630,3789,-567,950,77
-497,1656,3614,-627,950,53
-618,1613,3427,-716,938,23
-743,1595,3330,-785,907,-2
-865,1545,3194,-802,858,-42
-969,1545,3075,-804,797,-90
-1023,1531,3013,-790,724,-145
-1049,1562,2887,-784,653,-205
-1011,1596,2863,-841,582,-268
-941,1383,2897,-875,503,-347
-941,1383,2897,-875,503,-347
-933,1118,2880,-901,441,-386
-960,1090,2879,-936,398,-384
-964,1124,2890,-931,362,-409
-939,992,2841,-897,328,-460
-925,795,2873,-903,291,-486
-973,753,2900,-929,254,-481
-1110,810,2865,-950,211,-479
-1172,778,2880,-940,152,-515
-1193,562,2892,-880,93,-586
-1236,424,2844,-805,29,-637
-1254,408,2820,-777,-41,-667
-1244,313,2872,-755,-120,-717
-1275,22,2870,-704,-194,-769
-1280,-131,2799,-701,-264,-773
-1240,-324,2856,-746,-349,-752
-1138,-616,2982,-766,-435,-716
-1040,-684,3143,-779,-507,-643
-939,-415,3376,-749,-549,-582
-880,-394,3351,-628,-560,-602
-920,-581,3188,-516,-576,-645
-939,-793,3035,-455,-624,-646
-932,-1141,2985,-419,-699,-619
-870,-1316,3091,-373,-789,-550
-803,-1201,3203,-341,-858,-472
-753,-1237,3284,-301,-907,-461
-658,-1437,3413,-244,-952,-471
-451,-1512,3554,-183,-982,-447
-263,-1513,3782,-150,-999,-402
-140,-1539,3909,-125,-972,-332
-43,-1690,3902,-95,-952,-248
13,-1934,4039,-114,-956,-136
-50,-2057,4147,-76,-951,-13
-161,-2014,4002,48,-946,76
-123,-2212,3978,165,-972,126
29,-2368,4076,301,-998,179
192,-2066,4260,410,-992,248
335,-1651,4572,515,-947,254
475,-1645,4699,647,-867,207
604,-1862,4710,708,-796,236
662,-1715,4829,723,-751,347
637,-1370,4885,782,-715,442
691,-1277,5064,880,-658,492
659,-1268,4554,1010,-562,536
654,-1227,4255,1119,-615,599
630,-1157,4251,1132,-665,684
593,-915,4099,1169,-686,749
647,-448,4198,1200,-717,777
756,-254,4374,1254,-737,748
865,-244,4514,1330,-724,724
884,145,4571,1355,-671,765
877,465,4517,1344,-612,787
848,428,4357,1311,-581,787
738,176,4229,1272,-569,816
620,496,3984,1277,-577,886
630,1400,4086,1233,-628,887
719,1555,4239,1253,-653,712
843,1286,4322,1289,-651,557
903,1505,4441,1233,-637,539
921,1860,4385,1131,-618,544
900,1614,4238,996,-617,518
828,1424,4143,835,-632,554
741,1707,4034,734,-660,592
691,1766,3873,710,-706,540
776,1517,3882,667,-770,474
891,1608,4064,622,-827,467
1025,1842,4236,615,-834,454
1112,1823,4270,621,-816,403
1074,2046,4310,619,-795,353
985,2391,4243,596,-727,270
968,2376,3976,547,-750,150
968,2376,3976,547,-750,150
992,2087,4227,450,-798,63
940,2120,4109,403,-777,47
950,2380,4122,367,-796,26
1010,2495,4204,333,-820,-41
1113,2332,4269,290,-831,-115
1156,2193,4314,236,-830,-144
1152,2440,4337,184,-828,-156
1217,2685,4570,143,-824,-228
1284,2616,4420,141,-804,-347
1322,2456,4499,112,-825,-442
1347,2317,4543,70,-808,-492
1430,2226,4541,36,-792,-515
1562,2182,4591,-34,-778,-530
1677,2189,4708,-127,-755,-542
1782,2191,4772,-194,-724,-569
1892,1996,4854,-267,-685,-607
1969,1754,4932,-338,-631,-607
1994,1657,4895,-394,-568,-576
2004,1578,4924,-464,-505,-560
2035,1499,4930,-504,-438,-567
2075,1484,4996,-516,-370,-588
2104,1410,5042,-502,-295,-630
2128,1210,5002,-466,-221,-680
2128,1092,4955,-457,-157,-707
2124,979,4987,-462,-106,-726
2132,772,4993,-445,-47,-729
2203,524,4959,-433,13,-716
2243,419,5101,-423,71,-669
2213,489,5123,-381,149,-621
2169,396,5025,-391,229,-591
2094,198,5002,-427,294,-549
2025,153,4920,-449,360,-489
1980,187,4842,-477,403,-462
1951,-39,4968,-475,440,-460
1938,-56,4973,-423,516,-416
1883,-28,4845,-363,583,-380
1860,-184,4773,-316,627,-350
1810,-272,4798,-287,658,-301
1761,-291,4864,-221,705,-249
1769,-26,4650,-145,779,-196
1686,14,4702,-163,782,-210
1649,-224,4888,-131,835,-181
1568,-286,4527,-72,919,-101
1410,-251,4438,-95,930,-22
1316,-120,4411,-101,933,35
1255,-96,4375,-78,939,58
1187,33,4362,-16,949,68
1068,28,4224,59,960,63
966,-141,4104,73,957,79
881,-67,4073,97,936,125
870,146,4071,144,918,153
889,282,4042,157,910,162
902,251,4087,138,900,173
887,328,4022,127,900,209
813,568,3976,96,892,245
754,654,3961,95,878,235
698,584,3898,139,865,217
623,672,3826,167,847,203
588,654,3838,219,814,180
594,481,3897,287,804,195
629,685,3672,294,794,280
551,862,3627,176,737,311
449,857,3808,99,700,313
391,830,3748,109,707,314
358,759,3701,133,705,310
323,837,3709,193,700,305
273,1167,3616,255,695,288
226,1319,3568,260,670,242
226,1319,3568,260,670,242
185,1154,3502,256,635,193
193,1024,3525,224,585,196
190,1164,3525,202,546,224
163,1272,3524,166,510,229
142,1375,3516,138,474,216
156,1397,3562,106,444,189
160,1290,3642,84,424,168
108,1343,3643,64,418,178
38,1394,3605,28,404,184
-36,1401,3587,0,380,177
-80,1459,3529,-27,350,169
-118,1491,3507,-68,306,153
-140,1424,3483,-119,257,133
-126,1243,3552,-200,205,132
-134,1188,3611,-257,159,156
-134,1193,3635,-289,119,173
-91,1131,3620,-323,76,175
-34,1158,3768,-363,32,174
-13,1312,3874,-372,7,153
30,1305,3945,-417,-5,118
59,1118,3985,-463,-20,92
39,951,4091,-445,-39,82
22,937,4080,-378,-45,84
44,1009,4096,-314,-48,74
102,982,4179,-238,-53,37
167,860,4278,-190,-50,22
178,940,4265,-160,-39,40
116,999,4162,-157,-33,49


-343,1965,3811,-404,813,80
-356,1860,3790,-449,798,46
-386,1775,3811,-495,788,40
-386,1775,3811,-495,788,40
-474,1805,3733,-536,789,57
-571,1858,3638,-579,783,52
-666,1871,3533,-620,769,22
-724,1736,3459,-686,743,-6
-765,1608,3461,-702,699,-26
-790,1631,3421,-678,660,-38
-830,1672,3401,-691,630,-64
-890,1584,3332,-697,597,-112
-915,1476,3337,-681,555,-157
-965,1432,3315,-650,521,-200
-991,1372,3315,-641,490,-239
-1026,1311,3317,-632,460,-275
-1066,1271,3372,-619,425,-303
-1122,1164,3295,-607,396,-331
-1166,1094,3290,-616,352,-343
-1163,1155,3361,-608,304,-350
-1192,1216,3325,-579,260,-384
-1192,951,3303,-584,204,-428
-1188,652,3350,-598,137,-432
-1176,808,3434,-603,81,-405
-1114,986,3542,-592,42,-434
-1063,792,3603,-571,19,-510
-1020,644,3658,-551,0,-550
-962,552,3653,-537,-17,-561
-972,456,3607,-554,-34,-552
-958,438,3597,-569,-59,-530
-960,483,3467,-582,-82,-516
-948,599,3413,-632,-121,-515
-932,407,3297,-681,-164,-548
-974,-8,3127,-730,-209,-552
-1048,-278,3068,-764,-271,-509
-1087,-289,3254,-733,-332,-479
-1033,21,3411,-635,-348,-496
-981,-51,3460,-554,-358,-599
-916,-481,3614,-485,-388,-647
-905,-582,3641,-460,-402,-578
-984,-494,3496,-470,-424,-488
-1052,-379,3424,-502,-473,-443
-1070,-526,3386,-522,-534,-450
-1090,-891,3423,-479,-607,-464
-1078,-880,3427,-407,-683,-438
-897,-842,3577,-368,-763,-426
-665,-1209,3803,-328,-825,-434
-527,-1321,3915,-315,-847,-362
-430,-1147,4044,-320,-861,-276
-372,-1320,4222,-312,-840,-241
-323,-1372,4312,-191,-803,-213
-304,-1297,4265,-72,-762,-207
-225,-1447,4314,4,-750,-188
-187,-1279,4464,46,-748,-122
-202,-1114,4430,73,-728,-71
-221,-1290,4365,85,-724,-40
-228,-1435,4282,87,-734,27
-219,-1435,4246,72,-752,105
-198,-1360,4415,114,-761,139
-99,-1152,4502,222,-748,138
13,-1214,4561,334,-736,108
119,-1439,4597,377,-724,135
225,-1481,4595,389,-706,234
252,-1382,4568,383,-688,335
268,-1178,4645,440,-672,387
283,-933,4689,538,-623,382
349,-845,4663,642,-572,347
412,-918,4785,736,-513,332
476,-904,4445,837,-483,385
539,-759,4496,795,-549,479
540,-755,4662,713,-552,564
533,-609,4535,727,-503,625
513,-411,4397,750,-483,638
513,-411,4397,750,-483,638
524,-529,4405,773,-482,622
560,-591,4272,786,-463,664
567,-478,4289,790,-470,726
567,-77,4374,862,-449,741
615,327,4310,945,-413,680
677,261,4376,987,-414,597
728,316,4417,980,-383,597
753,316,4271,955,-347,619
712,219,4137,928,-356,670
686,269,4186,927,-375,747
641,390,3978,980,-371,797
655,493,3846,1047,-405,812
709,588,3829,1090,-445,802
759,936,3948,1103,-474,795
793,1454,4131,1115,-471,747
849,1921,4256,1121,-443,639
903,1882,4277,1104,-412,512
913,1600,4186,1020,-382,468
892,1597,4170,909,-390,516
865,1880,4200,817,-403,563
878,2024,4205,760,-411,550
908,2008,4172,722,-419,512
924,2029,4155,684,-427,478
962,2183,4185,673,-441,438
991,2337,4225,659,-431,377
1018,2469,4122,623,-427,310
994,2299,4140,559,-437,233
910,2060,4079,522,-431,198
812,2234,3925,497,-434,207
736,2427,3822,476,-472,165
752,2586,3966,462,-522,89
808,2708,3930,455,-536,-3
876,2667,3989,444,-582,-89
933,2788,3984,379,-615,-139
940,2786,4066,293,-634,-194
885,2754,3925,276,-637,-262
880,2682,3912,267,-666,-330
904,2644,3882,274,-694,-391
922,2721,3831,239,-729,-443
1001,2688,3943,165,-774,-497
1106,2467,4053,96,-794,-549
1169,2370,4079,49,-798,-572
1204,2510,4132,1,-802,-582
1240,2525,4141,-35,-803,-620
1293,2425,4199,-82,-801,-678
1376,2273,4196,-144,-788,-717
1457,2090,4184,-248,-778,-723
1494,1904,4204,-360,-766,-699
1560,2000,4337,-422,-775,-662
1600,1962,4377,-456,-747,-679
1646,1680,4324,-504,-704,-712
1683,1544,4455,-540,-679,-715
1734,1621,4648,-529,-626,-716
1775,1621,4637,-506,-545,-753
1781,1394,4564,-505,-473,-795
1796,1257,4665,-504,-424,-812
1744,1156,4727,-482,-363,-820
1682,1140,4602,-489,-290,-815
1617,1028,4605,-487,-250,-834
1608,898,4616,-466,-219,-843
1646,570,4659,-448,-193,-835
1707,511,4708,-445,-154,-764
1696,469,4714,-463,-113,-700
1713,311,4800,-478,-66,-645
1736,177,4780,-466,-11,-582
1726,150,4799,-471,32,-510
1739,278,4908,-430,72,-456
1753,289,4895,-356,129,-450
1816,147,4966,-279,175,-446
1816,147,4966,-279,175,-446
1845,10,5012,-211,232,-416
1816,49,4997,-173,301,-345
1815,75,4980,-156,359,-280
1798,-13,4998,-148,413,-223
1717,-133,5090,-138,479,-151
1679,21,4723,-99,570,-61
1584,67,4880,-154,564,-23
1540,183,5094,-120,640,23
1464,610,4803,-11,738,20
1378,564,4757,39,763,-56
1349,187,4719,55,779,-87
1318,-37,4606,56,796,-22
1326,58,4613,38,796,86
1317,392,4637,57,809,156
1308,598,4588,95,837,158
1321,551,4546,114,865,132
1326,431,4520,122,894,130
1269,414,4603,140,924,166
1191,531,4480,255,988,228
1097,915,4026,284,1003,269
1003,823,4194,248,952,236
949,717,4122,282,965,228
943,740,4138,271,969,255
916,821,4167,302,979,275
886,936,4116,352,1004,284
815,1067,4088,377,1025,287
761,1178,4089,420,1043,273
679,1323,3914,431,1062,258
621,1355,3837,375,1052,246
565,1254,3767,340,1027,240
517,1244,3783,322,996,257
442,1426,3696,354,976,266
400,1514,3635,354,950,247
391,1480,3685,358,920,225
409,1500,3666,344,906,226
429,1618,3736,305,899,239
386,1759,3684,291,910,236
333,1804,3587,244,913,224
258,1838,3533,175,907,212
175,1828,3490,142,894,193
94,1741,3429,115,877,179
54,1718,3440,98,854,183
0,1924,3318,82,838,189
-16,1871,3322,-6,810,176
-42,1764,3408,-70,783,176
-131,1803,3407,-65,771,184
-247,1847,3229,-71,759,181
-299,1878,3208,-115,718,169
-341,1865,3286,-153,677,140
-403,1888,3263,-163,643,106
-472,1789,3208,-166,601,70
-478,1631,3198,-202,548,58
-463,1593,3283,-254,495,77
-424,1610,3331,-348,451,114
-417,1535,3403,-460,411,153
-460,1640,3441,-535,376,183


-615,1475,3564,-677,759,-109
-827,1771,3389,-779,733,-128
-900,1655,3423,-810,709,-193
-987,1303,3285,-802,691,-248
-1085,1084,3105,-852,651,-238
-1136,1080,3162,-906,582,-200
-1177,1172,3202,-898,528,-191
-1252,1324,3157,-850,488,-227
-1279,1334,3170,-798,440,-300
-1288,1067,3134,-778,398,-375
-1301,786,3142,-766,351,-398
-1300,803,3169,-765,308,-368
-1336,882,3289,-785,282,-345
-1320,1149,3128,-824,279,-371
-1390,821,3093,-891,222,-487
-1399,426,3291,-933,148,-521
-1342,139,3333,-891,105,-494
-1386,25,3335,-847,65,-444
-1394,363,3450,-784,19,-400
-1413,655,3406,-681,-4,-458
-1415,484,3377,-600,-36,-579
-1404,159,3345,-535,-78,-654
-1333,-123,3372,-543,-125,-644
-1307,-220,3390,-618,-172,-554
-1363,40,3384,-718,-220,-442
-1381,99,3381,-728,-281,-427
-1418,-226,3295,-706,-340,-457
-1396,-458,3360,-706,-404,-442
-1365,-377,3504,-648,-454,-421
-1335,-154,3474,-586,-482,-430
-1277,-327,3519,-523,-520,-487
-1223,-520,3540,-449,-555,-511
-1183,-461,3525,-419,-590,-483
-1084,-552,3625,-424,-636,-459
-978,-874,3728,-457,-668,-425
-927,-1108,3801,-502,-684,-354
-900,-1077,3944,-466,-696,-284
-920,-706,3948,-397,-681,-246
-920,-706,3948,-397,-681,-246
-906,-678,3821,-334,-680,-276
-893,-1174,3735,-272,-714,-311
-853,-1470,3888,-277,-751,-256
-791,-1357,3992,-176,-771,-191
-704,-1324,4006,-70,-772,-154
-621,-1465,4118,-35,-777,-100
-572,-1466,4171,-17,-771,-19
-553,-1481,4259,-13,-747,52
-520,-1377,4359,145,-757,92
-440,-1010,4432,261,-752,130
-292,-821,4538,274,-735,138
-179,-1047,4617,238,-713,155
-173,-1129,4582,221,-691,223
-225,-1139,4464,229,-670,285
-201,-1266,4338,294,-666,308
-133,-1399,4287,387,-674,336
-72,-1515,4251,459,-678,391
-23,-1617,4192,550,-679,451
14,-1610,4190,669,-679,513
75,-1049,4284,798,-668,557
190,-393,4413,934,-642,516
