acc_X,acc_Y,acc_Z,gyro_X,gyro_Y,gyro_Z
-737,251,2498,116,259,-32
-877,275,2430,35,100,31
-943,553,2428,-18,-71,77
-879,761,2444,-67,-254,61
-755,560,2819,-159,-434,16
-657,240,3034,-243,-540,35
-612,98,2930,-313,-626,120
-568,436,2852,-397,-742,220
-430,406,2906,-462,-879,230
-234,120,3276,-495,-1005,224
-110,124,3446,-444,-1062,243
-40,437,3438,-377,-1103,247
60,598,3481,-311,-1158,192
111,537,3398,-286,-1216,131
241,330,3514,-305,-1293,105
370,49,3684,-383,-1340,141
389,-105,3750,-437,-1362,219
407,18,4034,-416,-1360,276
413,201,4040,-307,-1308,253
493,425,3858,-164,-1295,182
712,379,4086,-82,-1335,85
959,125,4505,-35,-1327,41
1124,9,4467,15,-1232,76
1126,-5,4235,-10,-1131,144
979,-201,3865,-12,-1092,214
870,83,3602,29,-1161,295
896,257,3869,19,-1277,300
962,241,4259,27,-1336,270
1083,251,4543,69,-1329,240
1224,360,4725,95,-1279,238
1284,465,4669,94,-1197,240
1348,271,4518,93,-1136,217
1492,-91,4579,94,-1104,225
1544,-204,4627,101,-1051,305
1538,-50,4397,133,-994,394
1617,-71,4433,174,-989,428
1641,-153,4440,209,-974,452
1625,-34,4237,245,-970,468
1739,-177,4367,230,-985,434
1894,-325,4791,260,-961,414
2004,-275,4969,392,-824,406
2128,166,4857,588,-699,375
2128,166,4857,588,-699,375
2211,482,4897,719,-617,308
2283,565,4914,776,-549,274
2339,639,4840,750,-496,298
2326,567,4875,656,-451,341
2273,379,4857,602,-406,388
2176,279,4653,571,-357,450
2148,284,4651,542,-333,506
2144,343,4726,540,-297,534
2143,464,4696,576,-247,536
2257,350,4920,605,-195,518
2380,479,5242,653,-93,532
2425,844,5154,716,70,539
2426,901,4998,774,192,499
2480,995,5107,765,291,492
2482,1186,4920,751,401,504
2413,1403,4663,710,452,516
2475,1450,5066,616,459,516
2549,1270,5465,562,556,524
2525,1296,5463,576,726,563
2421,1654,5194,643,901,567
2380,1944,4890,702,1032,499
2393,1913,4726,701,1109,420
2387,1923,4504,656,1167,373
2234,1917,4149,564,1196,334
2078,1839,4147,475,1174,278
1901,1623,4027,426,1180,238
1611,1499,3389,386,1174,242
1392,1642,3068,297,1065,252
1331,1547,3326,175,927,224
1263,1327,3387,93,860,213
1146,1449,3042,42,815,243
1046,1619,3012,-16,713,221
1003,1365,3265,-71,622,160
949,1219,3217,-89,584,143
854,1327,3028,-102,533,144
779,1259,2941,-149,444,121
793,1020,3065,-216,345,105
861,916,3210,-259,265,125
892,1034,3275,-301,205,162
870,1176,3182,-339,146,174
885,1084,3272,-373,68,146
931,952,3443,-389,4,119
921,846,3482,-387,-27,103
916,720,3540,-388,-64,92
952,695,3722,-368,-96,82
1003,734,3835,-306,-103,50
1059,680,3924,-232,-102,1
1122,622,3949,-188,-96,-22
1161,620,3906,-188,-98,-14
1172,648,3961,-207,-120,4
1164,693,3964,-234,-139,14
1178,638,3975,-267,-171,12
1223,586,4072,-297,-211,15
1339,548,4309,-306,-240,19
1435,567,4512,-279,-230,25
1493,666,4483,-230,-195,24
1494,698,4382,-204,-173,8
1443,639,4368,-214,-165,-2
1389,660,4437,-204,-158,-9
1366,715,4407,-159,-129,-36
1344,619,4298,-134,-100,-70
1311,496,4249,-138,-91,-77
1315,494,4332,-154,-86,-68
1329,503,4398,-153,-59,-63
1285,469,4342,-120,-19,-66
1254,530,4254,-88,6,-65
1236,502,4202,-82,21,-68
1178,471,4146,-79,31,-63
1145,529,4146,-83,34,-48
1145,529,4146,-83,34,-48


367,-929,4844,586,982,-40
447,-727,4754,612,1040,9
477,-743,4658,605,1100,39
438,-722,4617,588,1152,94
341,-586,4457,608,1208,138
184,-656,4064,656,1244,147
50,-794,3770,658,1225,166
-82,-974,3441,639,1180,196
-238,-1092,3141,601,1102,250
-388,-1121,2873,579,992,318
-460,-1159,2637,564,855,385
-411,-1225,2583,499,698,470
-323,-1193,2741,412,551,585
-231,-954,3066,379,447,698
-192,-661,3110,412,408,773
-245,-702,2917,420,387,831
-269,-735,2871,414,329,928
-379,-308,2883,425,278,1041
-588,767,2566,493,229,1067
-685,1508,2155,548,118,920
-681,1079,2159,483,-66,714
-654,467,2527,365,-257,657
-772,313,2503,263,-378,720
-931,317,2117,181,-513,822
-792,452,2202,135,-734,914
-595,473,2544,75,-931,975
-537,397,2618,4,-1057,1061
-516,927,2667,-89,-1182,1194
-383,2324,2827,-195,-1306,1231
-104,3040,3159,-251,-1414,1000
-104,3040,3159,-251,-1414,1000
141,2560,3558,-260,-1479,643
203,1855,3892,-282,-1482,395
88,1501,3885,-296,-1438,284
-120,1597,3423,-251,-1417,251
-284,1815,3061,-258,-1493,197
-264,1847,3022,-367,-1645,123
-61,1652,3273,-543,-1821,76
215,1465,3664,-698,-1970,73
528,1744,3930,-831,-2070,110
814,2079,4234,-898,-2145,54
1081,2273,4838,-898,-2190,-106
1172,2557,6088,-938,-2144,-310
1116,2427,6805,-855,-1868,-566
1065,1805,6157,-692,-1494,-755
1117,1653,5615,-611,-1316,-796
1219,1662,5528,-668,-1275,-791
1412,1472,5876,-733,-1266,-803
1559,1307,6105,-765,-1205,-794
1793,1332,6044,-781,-1113,-777
2010,1153,6046,-798,-1033,-807
2168,804,6011,-839,-943,-819
2322,529,6111,-890,-847,-795
2538,495,6665,-871,-708,-770
2731,479,6865,-773,-444,-778
2767,348,6641,-669,-132,-802
2705,149,6548,-584,143,-828
2586,-147,6271,-493,413,-839
2304,-402,5536,-387,634,-820
2029,-420,4870,-292,717,-782
1925,-668,4796,-267,702,-753
1967,-1222,5036,-209,706,-701
2042,-1406,5376,-121,789,-565
2058,-1174,5525,0,951,-419
1967,-731,5092,108,1159,-332
1891,-901,4525,124,1282,-364
1926,-1348,5040,174,1327,-356
1915,-1019,5224,248,1500,-279
1656,-892,4588,414,1697,-294
1438,-1173,4601,640,1800,-353
1312,-1303,4433,813,1947,-345
1017,-886,3201,800,2020,-282
717,-970,3066,708,1847,-291
699,-1119,3886,643,1699,-237
658,-815,3820,637,1736,-134
394,-287,2948,626,1740,-89
214,-182,2806,568,1575,-153
117,-492,3125,495,1401,-215
40,-746,3310,446,1309,-197
-151,-654,3107,443,1262,-118
-514,-261,2185,481,1166,-53
-728,-70,1941,418,898,-62
-700,-186,2456,368,608,-95
-658,-392,2688,350,444,-84
-642,-252,2572,297,328,-12
-541,55,2611,208,191,49
-425,204,2914,118,60,68
-343,236,3201,88,-14,57
-375,189,3076,108,-51,33
-469,159,2875,126,-127,25
-501,216,2847,83,-247,47
-455,224,2967,-22,-375,91
-318,305,3298,-127,-487,135
-223,558,3458,-172,-551,155
-197,602,3394,-240,-598,143
-195,458,3326,-326,-670,141
-136,486,3329,-401,-768,161
-84,505,3333,-493,-867,169
-90,250,3445,-557,-973,156
-129,-58,3539,-541,-1060,154
-129,-58,3539,-541,-1060,154
-109,-174,3473,-499,-1123,178
16,-168,3435,-481,-1191,205
164,-45,3555,-466,-1266,213
296,85,3663,-422,-1320,184
488,75,3755,-393,-1355,135
624,26,3834,-393,-1377,109
711,24,4072,-394,-1395,105
769,-17,4147,-414,-1379,122
799,-99,4172,-412,-1359,141
755,-218,4304,-374,-1332,139
703,-477,3926,-273,-1270,121
711,-404,3604,-172,-1275,123
795,-185,3595,-82,-1334,98
952,-36,3873,-34,-1386,45
1131,-3,4253,-51,-1396,6
1280,-85,4518,-65,-1345,0
1417,-220,4582,-39,-1262,10
1431,-161,4398,-22,-1170,61
1377,-15,3962,-10,-1126,102
1393,-311,3888,-2,-1174,94
1415,-646,3977,-8,-1228,130
1502,-334,4165,-42,-1257,212
1656,-64,4469,-93,-1247,219
1786,-57,4927,-144,-1172,177
1826,-439,4780,-39,-1044,134
1847,-624,4482,92,-974,165
1860,-646,4372,147,-961,249
1901,-645,4551,190,-956,319
1943,-668,4684,262,-900,357
1977,-615,4560,338,-811,384
2064,-465,4438,403,-748,403
2134,-502,4375,463,-715,410
2152,-726,4329,514,-681,434
2285,-637,4365,593,-655,478
2516,-386,4876,655,-601,478
2671,-74,5259,733,-460,442
2763,-88,5179,816,-281,399
2752,-137,5033,836,-151,428
2721,24,5007,790,-59,506
2588,230,4851,765,6,560
2491,425,4706,763,66,550
2412,226,4419,773,85,498
2438,69,4681,752,67,497
2452,129,4925,760,109,539
2502,399,4798,797,195,583
2599,590,4760,798,256,585
2718,726,5030,739,326,571
2793,920,5307,686,453,545
2717,1072,5357,682,627,499
2553,1305,4960,696,791,470
2374,1401,4412,670,844,439
2215,1390,4214,570,780,423
2162,1421,4442,473,694,417
2186,1478,4592,387,667,414
2199,1409,4639,276,693,417
2109,1287,4675,191,755,424
1999,1324,4458,143,842,429
1884,1324,4238,89,911,414
1643,1300,3614,51,948,396
1493,1429,3236,8,866,373
1536,1330,3771,-62,736,305
1535,1120,4150,-77,738,243
1387,997,3742,-46,817,213
1236,932,3343,-50,815,199
1075,740,3151,-102,748,196
903,853,2556,-152,635,221
843,804,2495,-238,408,199
908,515,3184,-341,207,168
1018,551,3575,-365,148,183
1018,551,3575,-365,148,183
1109,758,3517,-333,150,175
1147,727,3479,-307,135,111
1165,445,3635,-293,118,38
1170,178,3685,-269,127,15
1226,143,3696,-260,131,43
1174,196,3631,-263,121,74
1071,272,3501,-261,84,79
1026,186,3467,-249,17,47
1027,40,3564,-240,-58,24
1113,106,3742,-224,-126,23
1199,266,3910,-212,-172,15
1257,259,3903,-212,-194,-9
1312,20,3961,-226,-230,-30
1416,28,4279,-239,-262,-10
1530,211,4560,-220,-247,8
1601,178,4560,-189,-186,0
1574,27,4427,-187,-137,-1
1572,-46,4420,-203,-119,21
1573,-99,4487,-222,-101,53
1599,-11,4552,-201,-74,82
1637,101,4647,-148,-37,77
1634,159,4646,-85,18,45
1617,148,4531,-23,73,3
1523,56,4360,26,98,-27
1436,62,4191,60,95,-36
1439,52,4140,73,65,-40
1470,10,4177,73,33,-36
1480,55,4239,70,15,-19
1526,92,4326,71,14,-12


626,-967,4352,577,903,62
607,-876,4250,561,914,111
623,-945,4200,504,930,148
526,-1025,4095,424,954,218
364,-911,3849,415,972,289
257,-974,3588,446,957,323
207,-1179,3495,447,916,388
178,-1075,3413,437,875,496
100,-793,3223,472,827,572
-9,-667,2979,510,758,604
-110,-553,2740,482,660,645
-181,-262,2761,426,533,685
-182,-181,2836,405,430,673
-208,-412,2879,390,350,674
-207,-318,2752,388,292,731
-168,-314,2643,368,224,777
-230,-56,2832,324,142,852
-399,593,2778,322,93,885
-557,744,2640,382,18,800
-680,680,2655,407,-85,723
-798,855,2647,384,-193,706
-868,925,2620,360,-315,678
-823,804,2672,320,-453,670
-759,684,2698,232,-583,707
-660,914,2792,126,-721,774
-553,1279,2843,32,-862,798
-514,1636,2826,-79,-1006,784
-514,2320,2721,-176,-1170,718
-482,2443,2485,-313,-1356,516
-429,1633,2452,-484,-1580,302
-390,926,2574,-657,-1796,243
-259,886,2895,-823,-1983,274
-79,1315,3270,-941,-2121,278
179,1805,3642,-1009,-2209,177
571,1997,4327,-990,-2264,-15
815,1677,4645,-895,-2232,-217
932,1382,4612,-892,-2174,-305
1083,1592,5228,-944,-2154,-323
1145,2108,6089,-957,-2048,-405
1148,2151,6206,-886,-1816,-600
1244,1681,5890,-846,-1599,-784
1475,1382,6305,-862,-1464,-862
1600,1088,6658,-756,-1274,-893
1700,889,6251,-654,-1052,-856
1931,853,6229,-610,-935,-808
2223,656,6649,-625,-818,-766
2386,564,6761,-594,-622,-709
2416,684,6454,-558,-407,-681
2474,508,6151,-564,-244,-710
2475,-20,6208,-566,-124,-734
2446,-260,6326,-512,23,-701
2450,-253,6052,-438,213,-666
2386,-454,5854,-363,374,-666
2315,-720,5818,-288,524,-656
2240,-1167,5738,-147,686,-632
2161,-1287,5526,0,857,-554
2108,-1030,5571,134,1004,-476
2009,-947,5614,340,1185,-481
1898,-1139,5342,536,1412,-499
1774,-1282,4481,624,1557,-506
1616,-1416,4600,736,1561,-489
1467,-1133,4368,856,1637,-428
1319,-874,3821,940,1659,-424
1237,-1216,3635,957,1582,-457
1108,-1592,3818,970,1494,-396
1021,-1370,4085,1003,1477,-254
971,-782,3617,961,1534,-141
756,-304,3145,819,1465,-144
620,-397,3583,754,1333,-217
630,-570,3863,773,1316,-228
347,-526,3082,749,1335,-168
347,-526,3082,749,1335,-168
-31,-177,2388,663,1197,-120
-229,-63,2411,551,952,-136
-290,-138,2713,456,737,-151
-325,-41,2824,359,605,-135
-359,50,2708,282,492,-108
-369,39,2672,186,350,-79
-346,-83,2831,103,205,-45
-359,11,2883,60,96,5
-378,185,2809,15,-3,40
-296,47,2945,-33,-124,55
-246,216,3085,-74,-221,104
-326,584,2869,-94,-290,109
-472,595,2393,-154,-413,57
-494,509,2290,-295,-630,33
-393,314,2613,-473,-865,47
-213,102,3017,-624,-1035,98
-83,177,2976,-721,-1134,182
-41,413,2866,-809,-1260,224
105,239,3303,-871,-1419,170
307,87,3932,-813,-1495,111
423,-61,3912,-671,-1449,60
540,-392,3700,-573,-1404,37
521,-750,3569,-475,-1404,57
507,-749,3406,-393,-1417,131
645,-545,3426,-339,-1461,191
773,-510,3401,-321,-1514,212
894,-611,3253,-309,-1584,219
1108,-625,3368,-318,-1685,239
1273,-422,3888,-338,-1756,248
1326,-435,4233,-301,-1727,189
1424,-527,4285,-203,-1649,119
1583,-417,4649,-66,-1573,78
1690,-364,4577,59,-1439,49
1773,-476,4219,111,-1341,58
1826,-415,4140,98,-1318,123
1837,-392,4131,48,-1313,181
1907,-762,4329,31,-1303,204
1923,-753,4215,99,-1247,254
1889,-179,4028,155,-1214,276
2078,2,4286,170,-1224,200
2287,-224,4709,154,-1199,132
2297,-325,4598,96,-1099,157
2290,-311,4451,37,-1042,217
2321,-564,4895,20,-966,253
2262,-753,4692,212,-848,282
2194,-577,4406,416,-780,329
2245,-273,4288,533,-767,361
2358,-145,4484,571,-772,356
2446,-13,4524,573,-736,363
2564,136,4536,564,-705,361
2724,78,4849,541,-671,357
2847,32,5114,558,-582,392
2903,-33,5188,600,-436,447
2999,0,5349,632,-275,521
3042,68,5421,664,-90,584
3060,166,5562,697,101,632
3088,586,5702,769,318,665
3014,739,5360,898,538,620
3000,465,5014,985,687,571
2999,509,4906,1011,782,591
2946,911,4635,1044,855,620
2977,1168,4663,1012,873,596
3024,989,4907,897,919,568
2918,969,4884,770,1022,609
2703,1202,4608,643,1115,658
2568,1276,4551,497,1154,672
2424,1305,4474,331,1202,680
2182,1262,3718,231,1236,676
2182,1262,3718,231,1236,676
2053,1220,3551,135,1122,663
2011,1251,4239,69,1005,626
2020,1380,4518,99,1055,569
1986,1342,4272,164,1162,477
1817,1250,4005,172,1224,412
1557,1200,3389,150,1227,375
1389,1066,3088,51,1121,343
1240,770,3272,-68,971,334
1061,802,3278,-130,871,365
920,853,3063,-197,781,360
880,722,3072,-280,658,332
954,584,3428,-350,539,318
1047,638,3715,-366,488,315
1091,640,3769,-364,502,270
1067,367,3652,-382,535,210
966,406,3314,-365,526,194
875,513,3201,-328,436,140
846,408,3469,-278,323,51
806,225,3518,-222,251,-1
800,143,3409,-206,174,-6
851,70,3468,-216,72,-1
936,-51,3686,-226,-17,2
987,-126,3870,-213,-66,19
1029,-104,3841,-164,-82,29
1007,-92,3751,-125,-108,27
1034,-4,3785,-103,-156,21
1158,22,3979,-84,-200,-3
1233,-8,4166,-74,-210,-31
1280,9,4236,-77,-194,-36
1264,-50,4154,-76,-175,-39
1234,-68,4047,-71,-182,-37
1238,-38,4082,-57,-209,-42
1266,-1,4175,-27,-229,-62
1333,-13,4238,11,-233,-88
1374,-76,4295,23,-230,-92
1382,-7,4280,11,-218,-71
1419,79,4271,11,-214,-69
1476,105,4347,0,-212,-83
1509,151,4395,-30,-190,-86
1524,192,4330,-63,-161,-91
1497,186,4241,-100,-150,-94
1437,158,4187,-144,-155,-91
1398,129,4219,-174,-173,-89
1378,81,4289,-168,-186,-91
1362,22,4239,-127,-184,-92
1361,-62,4113,-88,-190,-84
1382,-163,4066,-79,-213,-53
1414,-186,4144,-81,-233,-3
1459,-95,4262,-87,-227,46
1474,43,4236,-84,-191,74
1457,160,4134,-80,-151,61
1416,171,4098,-75,-129,15
1399,124,4054,-70,-112,-29
1421,77,3993,-74,-101,-59
1488,72,3959,-115,-108,-60
1520,71,3974,-159,-124,-53
1566,32,4053,-173,-143,-55
1611,-97,4066,-195,-146,-46
1651,-237,4013,-227,-135,-11


675,-1084,4721,446,784,-75
637,-1019,4660,515,830,-60
578,-1062,4657,618,866,-88
498,-1132,4546,683,914,-91
412,-1182,4451,684,957,-55
366,-1161,4447,697,986,-7
340,-1179,4330,738,1025,30
327,-1138,4111,770,1049,76
276,-947,3864,752,1034,134
241,-867,3660,708,974,158
262,-1156,3645,632,888,172
258,-1423,3667,554,821,253
191,-1543,3449,468,781,381
88,-1716,3241,366,723,511
-1,-1819,3212,300,648,645
-94,-1559,3230,326,587,763
-265,-868,2913,415,543,819
-452,-377,2550,513,447,775
-585,-368,2296,555,288,684
-675,-581,2232,510,99,646
-635,-730,2374,462,-80,679
-499,-682,2536,477,-227,751
-401,-498,2515,507,-338,828
-319,-168,2497,488,-459,910
-186,368,2744,390,-587,985
-118,854,3027,288,-684,1012
-98,1664,3187,181,-733,980
-189,2252,3035,111,-764,791
-302,1719,2823,33,-850,515
-383,801,2658,-120,-979,393
-485,592,2491,-296,-1137,453
-539,867,2451,-392,-1337,504
-496,841,2626,-470,-1539,470
-315,561,2921,-566,-1697,440
-41,631,3309,-629,-1816,453
183,1229,3590,-678,-1878,479
460,1811,3904,-739,-1909,392
802,2008,4788,-778,-1915,185
769,2024,5890,-692,-1790,-58
617,1738,5380,-494,-1482,-291
444,1359,4423,-398,-1316,-427
352,1361,4322,-416,-1370,-467
352,1361,4322,-416,-1370,-467
360,1400,4465,-465,-1457,-502
498,1427,4522,-548,-1541,-552
884,1165,5013,-687,-1625,-622
1280,884,5615,-803,-1607,-654
1575,796,5838,-833,-1486,-667
1874,860,6171,-800,-1361,-700
2034,797,6661,-766,-1169,-766
2088,556,6659,-661,-915,-836
2206,467,6664,-526,-697,-875
2282,212,6627,-429,-502,-901
2293,-20,6442,-371,-334,-868
